player,daritsu,shiai,dasekisuu,dasuu,annda,honnruida,datenn,tokutenn,niruida,sannruida,ruida,tourui_fail,tourui,sikyuu,deadball,sannshinn,gida,heisatsuda,shutsuruiritsu,tyuodaritsu,ops,rc,noi,gpa,rc27,isop,isod,xr,xr27,babip,seca,ta,psn,bbk,team,year
ロペス,0.288,110.0,459.0,441.0,127.0,26.0,77.0,46.0,23.0,0.0,228.0,0.0,0.0,16.0,1.0,58.0,0.0,12.0,0.314,0.517,0.831,67.14,0.486,0.27,5.54,0.229,0.026,65.9,5.44,0.282,0.265,0.752,0.0,0.28,DeNA,2016
梶谷隆幸,0.268,41.0,137.0,127.0,34.0,8.0,18.0,21.0,8.0,0.0,66.0,2.0,5.0,8.0,2.0,21.0,0.0,1.0,0.321,0.52,0.841,21.31,0.494,0.274,5.99,0.252,0.053,21.03,5.91,0.265,0.339,0.823,6.15,0.38,DeNA,2016
荒波翔,0.0,11.0,13.0,11.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,4.0,0.0,0.0,0.154,0.0,0.154,-0.86,0.154,0.069,-1.93,0.0,0.154,-0.66,-1.49,0.0,0.091,0.083,4.0,0.5,DeNA,2016
倉本寿彦,0.232,85.0,235.0,228.0,53.0,1.0,14.0,11.0,7.0,0.0,63.0,2.0,1.0,6.0,0.0,51.0,0.0,5.0,0.251,0.276,0.527,12.53,0.343,0.182,1.85,0.044,0.019,12.92,1.91,0.294,0.066,0.374,1.0,0.12,DeNA,2016
白崎浩之,0.185,34.0,55.0,54.0,10.0,0.0,4.0,5.0,3.0,0.0,13.0,0.0,0.0,1.0,0.0,19.0,0.0,0.0,0.2,0.241,0.441,1.83,0.28,0.15,1.12,0.056,0.015,1.89,1.16,0.286,0.074,0.318,0.0,0.05,DeNA,2016
石川雄洋,0.23,41.0,91.0,74.0,17.0,0.0,7.0,10.0,1.0,0.0,18.0,3.0,5.0,11.0,0.0,19.0,4.0,1.0,0.322,0.243,0.565,6.79,0.403,0.206,2.74,0.014,0.092,7.65,3.08,0.279,0.189,0.508,0.0,0.58,DeNA,2016
黒羽根利規,0.178,63.0,149.0,129.0,23.0,1.0,7.0,8.0,3.0,0.0,29.0,1.0,0.0,11.0,0.0,32.0,7.0,2.0,0.239,0.225,0.464,5.77,0.314,0.164,1.32,0.047,0.061,7.0,1.6,0.21,0.124,0.358,0.0,0.34,DeNA,2016
戸柱恭孝,0.179,25.0,59.0,56.0,10.0,1.0,6.0,5.0,2.0,0.0,15.0,0.0,0.0,2.0,0.0,9.0,1.0,3.0,0.207,0.268,0.475,1.58,0.296,0.16,0.85,0.089,0.028,1.78,0.96,0.191,0.125,0.347,0.0,0.22,DeNA,2016
内村賢介,0.179,28.0,46.0,39.0,7.0,0.0,1.0,8.0,0.0,0.0,7.0,1.0,2.0,2.0,0.0,9.0,5.0,0.0,0.22,0.179,0.399,1.26,0.279,0.144,0.9,0.0,0.04,1.47,1.04,0.2,0.077,0.303,0.0,0.22,DeNA,2016
筒香嘉智,0.295,139.0,580.0,495.0,146.0,38.0,89.0,77.0,33.0,1.0,295.0,0.0,0.0,80.0,2.0,107.0,0.0,10.0,0.393,0.596,0.989,111.73,0.592,0.326,8.33,0.301,0.098,108.91,8.12,0.306,0.463,1.05,0.0,0.75,DeNA,2016
