player,bougyoritsu,shiai,shouri,haiboku,saves,hold,hp,kanntou,shouritsu,dasha,toukyuukai,hiannda,hihonnruida,sikyuu,deadball,datsusannshinn,datsusannshinnritsu,shitten,jisekitenn,kannpuu,mushikyuu,whip,dips,kbb,pfr,hidr,team,year
九里亜蓮,4.26,24.0,8.0,4.0,0.0,0.0,0.0,1.0,0.667,524.0,120.1,129.0,13.0,41.0,4.0,86.0,6.43,60.0,57.0,0.0,1.0,1.41,4.19,2.1,1.06,0.727,広島,2014
大瀬良大地,2.62,27.0,15.0,7.0,0.0,0.0,0.0,2.0,0.682,727.0,182.0,143.0,22.0,41.0,4.0,159.0,7.86,65.0,53.0,0.0,1.0,1.01,3.65,3.88,1.1,0.813,広島,2014
今村猛,5.17,43.0,3.0,2.0,1.0,13.0,16.0,0.0,0.6,173.0,38.1,37.0,5.0,21.0,1.0,35.0,8.22,26.0,22.0,0.0,0.0,1.51,4.63,1.67,1.46,0.685,広島,2014
前田健太,2.09,29.0,15.0,8.0,0.0,0.0,0.0,5.0,0.652,821.0,206.1,168.0,5.0,41.0,6.0,175.0,7.63,49.0,48.0,0.0,0.0,1.01,2.41,4.27,1.05,0.795,広島,2014
野村祐輔,4.22,20.0,7.0,6.0,0.0,0.0,0.0,0.0,0.538,514.0,119.1,136.0,10.0,30.0,2.0,60.0,4.53,62.0,56.0,0.0,0.0,1.39,4.01,2.0,0.75,0.709,広島,2014
永川勝浩,4.82,22.0,2.0,0.0,0.0,5.0,7.0,0.0,1.0,81.0,18.2,19.0,2.0,5.0,1.0,13.0,6.27,11.0,10.0,0.0,0.0,1.29,4.08,2.6,0.96,0.652,広島,2014
篠田純平,4.7,12.0,3.0,4.0,0.0,0.0,0.0,0.0,0.429,223.0,51.2,61.0,5.0,14.0,1.0,24.0,4.18,29.0,27.0,0.0,0.0,1.45,4.32,1.71,0.74,0.69,広島,2014
中村恭平,7.53,8.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,75.0,14.1,20.0,0.0,14.0,0.0,11.0,6.91,12.0,12.0,0.0,0.0,2.37,4.31,0.79,1.74,0.647,広島,2014
横山竜士,8.1,6.0,1.0,0.0,0.0,1.0,2.0,0.0,1.0,34.0,6.2,12.0,2.0,3.0,1.0,3.0,4.05,6.0,6.0,0.0,0.0,2.25,7.92,1.0,0.9,0.714,広島,2014
河内貴哉,27.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.1,2.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,6.0,3.12,3.0,0.0,0.5,広島,2014
岩見優輝,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,3.1,0.0,0.0,4.0,0.0,4.0,10.8,0.0,0.0,0.0,0.0,1.2,4.32,1.0,2.4,1.0,広島,2014
江草仁貴,6.0,8.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,38.0,9.0,8.0,1.0,4.0,1.0,5.0,5.0,6.0,6.0,0.0,0.0,1.33,5.12,1.25,1.0,0.583,広島,2014
一岡竜司,2.88,59.0,5.0,6.0,2.0,18.0,23.0,0.0,0.455,238.0,56.1,46.0,7.0,22.0,0.0,61.0,9.75,20.0,18.0,0.0,0.0,1.21,3.63,2.77,1.47,0.82,広島,2014
中田廉,13.14,15.0,0.0,1.0,0.0,3.0,3.0,0.0,0.0,67.0,12.1,22.0,2.0,8.0,0.0,12.0,8.76,19.0,18.0,0.0,0.0,2.43,4.5,1.5,1.62,0.429,広島,2014
齊藤悠葵,5.2,6.0,2.0,3.0,0.0,0.0,0.0,0.0,0.4,123.0,27.2,24.0,2.0,16.0,1.0,13.0,4.23,17.0,16.0,0.0,0.0,1.45,4.96,0.81,1.05,0.641,広島,2014
梅津智弘,5.89,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,80.0,18.1,22.0,1.0,6.0,1.0,9.0,4.42,12.0,12.0,0.0,0.0,1.53,3.99,1.5,0.82,0.607,広島,2014
上野弘文,13.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,2.0,5.0,0.0,2.0,0.0,0.0,0.0,3.0,3.0,0.0,0.0,3.5,6.12,0.0,1.0,0.571,広島,2014
バリントン,4.58,23.0,9.0,8.0,0.0,0.0,0.0,1.0,0.529,566.0,131.2,145.0,14.0,32.0,10.0,85.0,5.81,77.0,67.0,0.0,1.0,1.34,4.15,2.66,0.89,0.694,広島,2014
大島崇行,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,12.12,0.0,3.0,1.0,広島,2014
小野淳平,7.36,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.0,7.1,8.0,2.0,2.0,2.0,3.0,3.68,7.0,6.0,0.0,0.0,1.36,7.48,1.5,0.68,0.6,広島,2014
西原圭大,12.6,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.0,5.0,12.0,1.0,1.0,0.0,2.0,3.6,7.0,7.0,0.0,0.0,2.6,5.52,2.0,0.6,0.5,広島,2014
戸田隆矢,5.19,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,82.0,17.1,22.0,3.0,9.0,0.0,13.0,6.75,11.0,10.0,0.0,0.0,1.79,5.43,1.44,1.27,0.75,広島,2014
武内久士,9.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,4.0,7.0,0.0,2.0,0.0,1.0,2.25,4.0,4.0,0.0,0.0,2.25,4.12,0.5,0.75,0.556,広島,2014
中崎翔太,2.34,69.0,0.0,6.0,29.0,11.0,11.0,0.0,0.0,300.0,73.0,65.0,4.0,23.0,1.0,61.0,7.52,20.0,19.0,0.0,0.0,1.21,3.15,2.65,1.15,0.824,広島,2014
ミコライオ,2.45,51.0,1.0,1.0,25.0,7.0,8.0,0.0,0.5,194.0,47.2,39.0,1.0,18.0,0.0,29.0,5.48,15.0,13.0,0.0,0.0,1.2,3.25,1.61,0.99,0.786,広島,2014
フィリップス,3.27,9.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,46.0,11.0,8.0,1.0,3.0,1.0,7.0,5.73,4.0,4.0,0.0,0.0,1.0,4.12,2.33,0.91,0.727,広島,2014
今井啓介,5.4,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,5.0,7.0,1.0,2.0,0.0,5.0,9.0,3.0,3.0,0.0,0.0,1.8,4.92,2.5,1.4,0.75,広島,2014
久本祐一,45.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,1.0,4.0,1.0,2.0,0.0,2.0,18.0,5.0,5.0,0.0,0.0,6.0,18.12,1.0,4.0,0.2,広島,2014
中村祐太,6.04,9.0,3.0,4.0,0.0,0.0,0.0,0.0,0.429,205.0,44.2,50.0,8.0,21.0,5.0,31.0,6.25,33.0,30.0,0.0,0.0,1.59,5.74,1.48,1.16,0.676,広島,2014
池ノ内亮介,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,2.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,6.12,0.0,1.0,1.0,広島,2014
ヒース,2.36,43.0,3.0,6.0,4.0,10.0,13.0,0.0,0.333,205.0,49.2,43.0,3.0,19.0,0.0,59.0,10.69,14.0,13.0,0.0,0.0,1.25,2.62,3.11,1.57,0.831,広島,2014
