player,daritsu,shiai,dasekisuu,dasuu,annda,honnruida,datenn,tokutenn,niruida,sannruida,ruida,tourui_fail,tourui,sikyuu,deadball,sannshinn,gida,heisatsuda,shutsuruiritsu,tyuodaritsu,ops,rc,noi,gpa,rc27,isop,isod,xr,xr27,babip,seca,ta,psn,bbk,team,year
大崎雄太朗,0.219,47.0,85.0,73.0,16.0,1.0,9.0,2.0,3.0,0.0,22.0,0.0,0.0,5.0,2.0,16.0,2.0,0.0,0.277,0.301,0.578,6.88,0.378,0.2,3.0,0.082,0.058,7.82,3.41,0.246,0.151,0.509,0.0,0.31,西武,2012
栗山巧,0.256,114.0,363.0,305.0,78.0,8.0,52.0,32.0,18.0,1.0,122.0,0.0,1.0,52.0,3.0,78.0,0.0,5.0,0.366,0.4,0.766,48.02,0.5,0.265,5.52,0.144,0.111,47.93,5.51,0.315,0.318,0.767,1.78,0.67,西武,2012
カーター,0.133,14.0,34.0,30.0,4.0,0.0,3.0,0.0,0.0,0.0,4.0,0.0,0.0,3.0,0.0,11.0,0.0,2.0,0.206,0.133,0.339,-0.32,0.25,0.126,-0.3,0.0,0.073,0.22,0.2,0.2,0.1,0.25,0.0,0.27,西武,2012
中島裕之,0.311,136.0,567.0,499.0,155.0,13.0,74.0,69.0,29.0,1.0,225.0,6.0,7.0,52.0,9.0,76.0,1.0,10.0,0.382,0.451,0.833,85.44,0.532,0.284,6.29,0.14,0.071,83.44,6.14,0.341,0.246,0.797,9.1,0.68,西武,2012
美沢将,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17,西武,2012
原拓也,0.168,86.0,138.0,113.0,19.0,0.0,3.0,12.0,4.0,0.0,23.0,0.0,1.0,14.0,3.0,22.0,7.0,1.0,0.275,0.204,0.478,7.2,0.343,0.175,1.89,0.035,0.107,7.98,2.09,0.192,0.168,0.432,0.0,0.64,西武,2012
ヘルマン,0.319,144.0,623.0,518.0,165.0,4.0,55.0,74.0,22.0,3.0,205.0,20.0,40.0,85.0,7.0,87.0,8.0,20.0,0.418,0.396,0.814,89.06,0.55,0.287,5.92,0.077,0.099,87.1,5.79,0.366,0.28,0.807,7.27,0.98,西武,2012
片岡易之,0.225,52.0,231.0,204.0,46.0,2.0,19.0,26.0,6.0,1.0,60.0,7.0,8.0,15.0,1.0,30.0,7.0,6.0,0.277,0.294,0.571,14.77,0.375,0.198,2.19,0.069,0.051,16.46,2.44,0.24,0.147,0.45,3.2,0.5,西武,2012
平尾博嗣,0.133,12.0,16.0,15.0,2.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,3.0,0.0,1.0,0.188,0.133,0.321,-0.32,0.232,0.118,-0.63,0.0,0.054,-0.22,-0.42,0.167,0.067,0.214,0.0,0.33,西武,2012
阿部真宏,0.0,14.0,18.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,3.0,2.0,0.067,0.0,0.067,-1.66,0.067,0.03,-2.36,0.0,0.067,-1.55,-2.2,0.0,0.071,0.063,0.0,1.0,西武,2012
佐藤友亮,0.071,12.0,16.0,14.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,2.0,1.0,0.071,0.071,0.143,-1.06,0.095,0.05,-1.79,0.0,0.0,-0.97,-1.64,0.067,0.0,0.071,0.0,0.0,西武,2012
オーティズ,0.21,29.0,111.0,100.0,21.0,0.0,9.0,6.0,5.0,0.0,26.0,0.0,0.0,7.0,3.0,24.0,0.0,3.0,0.279,0.26,0.539,6.61,0.366,0.191,2.15,0.05,0.069,6.96,2.26,0.273,0.12,0.439,0.0,0.29,西武,2012
星孝典,0.077,11.0,13.0,13.0,1.0,0.0,0.0,2.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,3.0,0.0,2.0,0.077,0.154,0.231,-1.14,0.128,0.073,-2.2,0.077,0.0,-1.12,-2.16,0.1,0.077,0.143,0.0,0.0,西武,2012
炭谷銀仁朗,0.211,133.0,443.0,399.0,84.0,4.0,35.0,31.0,16.0,0.0,112.0,0.0,0.0,16.0,4.0,87.0,22.0,7.0,0.247,0.281,0.528,25.08,0.341,0.181,1.96,0.07,0.037,26.06,2.03,0.241,0.11,0.41,0.0,0.18,西武,2012
坂田遼,0.438,11.0,19.0,16.0,7.0,2.0,4.0,2.0,0.0,0.0,13.0,0.0,0.0,3.0,0.0,8.0,0.0,0.0,0.526,0.813,1.339,5.84,0.797,0.44,17.51,0.375,0.089,5.53,16.59,0.833,0.563,1.778,0.0,0.38,西武,2012
浅村栄斗,0.31,143.0,640.0,565.0,175.0,32.0,127.0,104.0,27.0,0.0,298.0,2.0,4.0,68.0,2.0,105.0,0.0,18.0,0.383,0.527,0.91,108.3,0.559,0.304,7.05,0.218,0.073,106.29,6.92,0.33,0.342,0.902,7.11,0.65,西武,2012
星秀和,0.0,12.0,13.0,11.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,3.0,0.0,0.0,0.154,0.0,0.154,-0.51,0.154,0.069,-1.26,0.0,0.154,-0.33,-0.81,0.0,0.182,0.182,1.5,0.67,西武,2012
米野智人,0.0,2.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,-0.41,0.0,0.0,-2.75,0.0,0.0,-0.37,-2.5,0.0,0.0,0.0,0.0,0.0,西武,2012
岳野竜也,0.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,-0.54,0.0,0.0,-4.86,0.0,0.0,-0.56,-5.04,0.0,0.0,0.0,0.0,0.0,西武,2012
嶋重宣,0.143,9.0,8.0,7.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.25,0.143,0.393,-0.12,0.298,0.148,-0.47,0.0,0.107,-0.08,-0.31,0.167,0.143,0.286,0.0,1.0,西武,2012
高山久,0.204,35.0,57.0,54.0,11.0,1.0,4.0,6.0,1.0,0.0,15.0,0.0,1.0,3.0,0.0,16.0,0.0,0.0,0.246,0.278,0.523,3.65,0.338,0.18,2.29,0.074,0.042,3.86,2.42,0.27,0.148,0.442,1.0,0.19,西武,2012
上本達之,0.1,11.0,11.0,10.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.182,0.1,0.282,-0.09,0.215,0.107,-0.27,0.0,0.082,0.01,0.03,0.125,0.1,0.222,0.0,0.5,西武,2012
大島裕行,0.222,5.0,9.0,9.0,2.0,0.0,0.0,1.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.222,0.333,0.556,0.61,0.333,0.183,2.37,0.111,0.0,0.57,2.2,0.333,0.111,0.429,0.0,0.0,西武,2012
武山真吾,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,-0.11,0.0,0.0,-2.92,0.0,0.0,-0.1,-2.7,0.0,0.0,0.0,0.0,0.0,西武,2012
石川貢,0.0,3.0,11.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,2.0,0.0,0.0,0.091,0.0,0.091,-1.05,0.091,0.041,-2.57,0.0,0.091,-0.9,-2.21,0.0,-0.1,0.0,0.0,0.0,西武,2012
秋山翔吾,0.323,143.0,685.0,603.0,195.0,24.0,82.0,107.0,39.0,8.0,322.0,10.0,15.0,77.0,4.0,96.0,0.0,3.0,0.403,0.534,0.937,127.53,0.581,0.315,8.16,0.211,0.08,121.41,7.77,0.353,0.347,0.969,18.46,0.8,西武,2012
鬼崎裕司,0.196,59.0,124.0,107.0,21.0,0.0,6.0,9.0,5.0,0.0,26.0,0.0,1.0,10.0,0.0,23.0,6.0,1.0,0.263,0.243,0.506,7.07,0.344,0.179,2.03,0.047,0.066,7.5,2.15,0.231,0.15,0.425,0.0,0.43,西武,2012
熊代聖人,0.0,25.0,10.0,9.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,4.0,0.0,0.0,0.1,0.0,0.1,-0.45,0.1,0.045,-1.35,0.0,0.1,-0.32,-0.96,0.0,0.222,0.222,0.0,0.25,西武,2012
永江恭平,0.0,4.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,西武,2012
