player,daritsu,shiai,dasekisuu,dasuu,annda,honnruida,datenn,tokutenn,niruida,sannruida,ruida,tourui_fail,tourui,sikyuu,deadball,sannshinn,gida,heisatsuda,shutsuruiritsu,tyuodaritsu,ops,rc,noi,gpa,rc27,isop,isod,xr,xr27,babip,seca,ta,psn,bbk,team,year
寺内崇幸,0.24,83.0,34.0,25.0,6.0,1.0,6.0,7.0,3.0,1.0,14.0,0.0,1.0,3.0,1.0,8.0,5.0,0.0,0.345,0.56,0.905,5.35,0.531,0.295,6.02,0.32,0.105,5.11,5.75,0.238,0.48,1.0,1.0,0.38,巨人,2014
井端弘和,0.234,98.0,321.0,269.0,63.0,1.0,19.0,20.0,9.0,0.0,75.0,3.0,3.0,37.0,3.0,36.0,10.0,4.0,0.331,0.279,0.61,27.67,0.424,0.219,3.32,0.045,0.097,28.43,3.41,0.254,0.182,0.54,1.5,1.03,巨人,2014
ロペス,0.243,134.0,407.0,375.0,91.0,22.0,57.0,43.0,17.0,0.0,174.0,0.0,1.0,20.0,4.0,66.0,3.0,15.0,0.285,0.464,0.749,46.47,0.439,0.244,4.09,0.221,0.042,48.59,4.27,0.234,0.277,0.666,1.91,0.3,巨人,2014
坂本勇人,0.345,109.0,502.0,441.0,152.0,18.0,67.0,87.0,27.0,2.0,237.0,5.0,9.0,61.0,0.0,83.0,0.0,4.0,0.424,0.537,0.962,97.67,0.603,0.325,8.85,0.193,0.08,91.65,8.3,0.394,0.34,1.013,12.0,0.73,巨人,2014
長野久義,0.29,116.0,426.0,383.0,111.0,13.0,52.0,49.0,16.0,0.0,166.0,2.0,3.0,41.0,1.0,69.0,0.0,5.0,0.359,0.433,0.793,60.1,0.504,0.27,5.8,0.144,0.069,58.55,5.65,0.325,0.253,0.749,4.88,0.59,巨人,2014
片岡治大,0.222,32.0,93.0,81.0,18.0,2.0,4.0,10.0,3.0,0.0,27.0,0.0,4.0,6.0,0.0,8.0,6.0,2.0,0.276,0.333,0.609,8.01,0.387,0.207,3.05,0.111,0.054,7.98,3.03,0.208,0.235,0.569,2.67,0.75,巨人,2014
亀井善行,0.254,123.0,461.0,422.0,107.0,13.0,49.0,47.0,20.0,0.0,166.0,0.0,4.0,36.0,2.0,70.0,0.0,6.0,0.315,0.393,0.708,53.32,0.446,0.24,4.47,0.14,0.061,52.82,4.43,0.276,0.235,0.648,6.12,0.51,巨人,2014
阿部慎之助,0.247,95.0,223.0,198.0,49.0,11.0,46.0,22.0,6.0,0.0,88.0,0.0,0.0,21.0,2.0,55.0,1.0,6.0,0.324,0.444,0.769,27.68,0.472,0.257,4.76,0.197,0.077,28.14,4.84,0.284,0.303,0.716,0.0,0.38,巨人,2014
鈴木尚広,0.3,44.0,10.0,10.0,3.0,0.0,1.0,15.0,0.0,0.0,3.0,0.0,10.0,0.0,0.0,3.0,0.0,0.0,0.3,0.3,0.6,2.79,0.4,0.21,10.77,0.0,0.0,2.65,10.22,0.429,1.0,1.857,0.0,0.0,巨人,2014
小林誠司,0.219,119.0,313.0,265.0,58.0,2.0,26.0,22.0,9.0,0.0,73.0,0.0,0.0,27.0,4.0,58.0,16.0,8.0,0.3,0.275,0.575,21.79,0.391,0.204,2.54,0.057,0.081,21.91,2.55,0.252,0.158,0.484,0.0,0.47,巨人,2014
セペダ,0.0,20.0,28.0,21.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,6.0,0.0,1.0,0.25,0.0,0.25,-0.32,0.25,0.113,-0.4,0.0,0.25,0.07,0.09,0.0,0.333,0.318,0.0,1.17,巨人,2014
高橋由伸,0.278,77.0,158.0,133.0,37.0,5.0,21.0,11.0,5.0,0.0,57.0,0.0,2.0,20.0,4.0,39.0,0.0,3.0,0.386,0.429,0.815,23.17,0.529,0.281,6.26,0.15,0.108,23.13,6.25,0.356,0.316,0.838,2.86,0.51,巨人,2014
村田修一,0.262,118.0,424.0,381.0,100.0,14.0,58.0,41.0,19.0,0.0,161.0,0.0,0.0,34.0,6.0,63.0,1.0,15.0,0.331,0.423,0.754,50.5,0.472,0.255,4.56,0.16,0.069,50.38,4.55,0.28,0.249,0.679,0.0,0.54,巨人,2014
實松一成,0.0,14.0,13.0,8.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,6.0,1.0,0.0,0.333,0.0,0.333,0.45,0.333,0.15,1.35,0.0,0.333,0.54,1.62,0.0,0.25,0.5,0.0,0.33,巨人,2014
松本哲也,0.174,52.0,77.0,69.0,12.0,0.0,1.0,6.0,1.0,1.0,15.0,0.0,2.0,2.0,1.0,22.0,5.0,1.0,0.208,0.217,0.426,2.43,0.281,0.148,1.04,0.043,0.034,2.66,1.14,0.231,0.101,0.345,0.0,0.09,巨人,2014
橋本到,0.267,78.0,139.0,120.0,32.0,1.0,6.0,19.0,7.0,1.0,44.0,2.0,3.0,11.0,1.0,30.0,6.0,2.0,0.331,0.367,0.697,14.92,0.453,0.241,4.07,0.1,0.064,14.71,4.01,0.323,0.2,0.62,1.5,0.37,巨人,2014
石井義人,0.25,7.0,6.0,4.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,3.0,0.0,0.0,0.333,0.25,0.583,0.58,0.417,0.213,3.93,0.0,0.083,0.92,6.21,0.5,0.25,0.667,0.0,0.33,巨人,2014
中井大介,0.186,70.0,97.0,86.0,16.0,1.0,6.0,8.0,5.0,0.0,24.0,0.0,0.0,6.0,2.0,25.0,3.0,3.0,0.255,0.279,0.534,5.13,0.348,0.185,1.82,0.093,0.069,5.27,1.87,0.238,0.163,0.438,0.0,0.24,巨人,2014
