player,bougyoritsu,shiai,shouri,haiboku,saves,hold,hp,kanntou,shouritsu,dasha,toukyuukai,hiannda,hihonnruida,sikyuu,deadball,datsusannshinn,datsusannshinnritsu,shitten,jisekitenn,kannpuu,mushikyuu,whip,dips,kbb,pfr,hidr,team,year
香月良太,3.77,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,58.0,14.1,14.0,2.0,2.0,0.0,5.0,3.14,9.0,6.0,0.0,0.0,1.12,4.65,2.5,0.49,0.714,巨人,2016
澤村拓一,4.64,49.0,1.0,6.0,0.0,24.0,25.0,0.0,0.143,238.0,52.1,55.0,4.0,27.0,3.0,54.0,9.29,29.0,27.0,0.0,0.0,1.57,3.6,2.0,1.55,0.716,巨人,2016
大竹寛,6.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.5,42.0,9.0,13.0,2.0,2.0,0.0,5.0,5.0,6.0,6.0,0.0,0.0,1.67,5.56,2.5,0.78,0.692,巨人,2016
杉内俊哉,3.95,17.0,6.0,6.0,0.0,0.0,0.0,0.0,0.5,401.0,95.2,88.0,9.0,35.0,3.0,93.0,8.75,42.0,42.0,0.0,0.0,1.29,3.59,2.66,1.34,0.718,巨人,2016
菅野智之,2.14,28.0,15.0,8.0,0.0,0.0,0.0,10.0,0.652,801.0,202.0,166.0,14.0,37.0,3.0,200.0,8.91,52.0,48.0,8.0,4.0,1.0,2.62,5.41,1.17,0.823,巨人,2016
マシソン,2.97,34.0,0.0,3.0,8.0,14.0,14.0,0.0,0.0,133.0,33.1,21.0,3.0,13.0,1.0,41.0,11.07,12.0,11.0,0.0,0.0,1.02,3.0,3.15,1.62,0.75,巨人,2016
桜井俊貴,5.67,19.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,126.0,27.0,28.0,2.0,15.0,2.0,16.0,5.33,18.0,17.0,0.0,0.0,1.59,4.79,1.07,1.15,0.651,巨人,2016
アダメス,3.94,28.0,0.0,2.0,4.0,3.0,3.0,0.0,0.0,141.0,32.0,30.0,2.0,20.0,1.0,19.0,5.34,14.0,14.0,0.0,0.0,1.56,4.53,0.95,1.22,0.755,巨人,2016
内海哲也,4.17,15.0,5.0,5.0,0.0,0.0,0.0,1.0,0.5,358.0,82.0,95.0,11.0,19.0,3.0,56.0,6.15,38.0,38.0,1.0,0.0,1.39,4.23,2.95,0.91,0.745,巨人,2016
高木京介,12.6,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,5.0,8.0,0.0,4.0,0.0,1.0,1.8,7.0,7.0,0.0,0.0,2.4,5.12,0.25,1.0,0.417,巨人,2016
宮國椋丞,1.97,29.0,0.0,0.0,0.0,4.0,4.0,0.0,0.0,133.0,32.0,27.0,4.0,10.0,3.0,25.0,7.03,8.0,7.0,0.0,0.0,1.16,4.4,2.5,1.09,0.917,巨人,2016
西村健太朗,3.56,45.0,0.0,2.0,0.0,10.0,10.0,0.0,0.0,196.0,48.0,44.0,5.0,14.0,2.0,34.0,6.38,19.0,19.0,0.0,0.0,1.21,4.0,2.43,1.0,0.745,巨人,2016
田原誠次,2.56,29.0,2.0,0.0,0.0,1.0,3.0,0.0,1.0,125.0,31.2,27.0,4.0,8.0,0.0,19.0,5.4,9.0,9.0,0.0,0.0,1.11,4.23,2.38,0.85,0.839,巨人,2016
マイコラス,2.25,27.0,14.0,8.0,0.0,0.0,0.0,0.0,0.636,745.0,188.0,162.0,10.0,23.0,11.0,187.0,8.95,53.0,47.0,0.0,0.0,0.98,2.36,8.13,1.12,0.801,巨人,2016
今村信貴,3.86,13.0,6.0,2.0,0.0,0.0,0.0,1.0,0.75,328.0,77.0,80.0,8.0,26.0,3.0,51.0,5.96,34.0,33.0,1.0,1.0,1.38,4.28,1.96,1.0,0.752,巨人,2016
山口鉄也,4.05,18.0,1.0,1.0,0.0,3.0,4.0,0.0,0.5,62.0,13.1,14.0,1.0,8.0,0.0,10.0,6.75,6.0,6.0,0.0,0.0,1.65,4.4,1.25,1.35,0.762,巨人,2016
矢貫俊之,2.61,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.0,10.1,10.0,0.0,5.0,0.0,11.0,9.58,3.0,3.0,0.0,0.0,1.45,2.44,2.2,1.55,0.8,巨人,2016
