player,bougyoritsu,shiai,shouri,haiboku,saves,hold,hp,kanntou,shouritsu,dasha,toukyuukai,hiannda,hihonnruida,sikyuu,deadball,datsusannshinn,datsusannshinnritsu,shitten,jisekitenn,kannpuu,mushikyuu,whip,dips,kbb,pfr,hidr,team,year
金村曉,22.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,2.0,6.0,1.0,3.0,0.0,0.0,0.0,6.0,5.0,0.0,0.0,4.5,14.12,0.0,1.5,0.5,阪神,2009
能見篤史,2.56,45.0,4.0,3.0,1.0,16.0,20.0,0.0,0.571,229.0,56.1,40.0,5.0,19.0,3.0,48.0,7.67,23.0,16.0,0.0,0.0,1.05,3.74,2.53,1.19,0.807,阪神,2009
藤田太陽,6.75,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,1.1,4.0,0.0,1.0,0.0,1.0,6.75,1.0,1.0,0.0,0.0,3.75,3.87,1.0,1.5,0.8,阪神,2009
安藤優也,27.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.1,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,3.0,42.12,2.0,0.0,0.784,阪神,2009
杉山直久,2.84,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,6.1,8.0,0.0,2.0,1.0,3.0,4.26,2.0,2.0,0.0,0.0,1.58,3.59,1.5,0.79,0.818,阪神,2009
蕭一傑,2.16,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,34.0,8.1,7.0,1.0,4.0,0.0,7.0,7.56,4.0,2.0,0.0,0.0,1.32,4.08,1.75,1.32,0.9,阪神,2009
筒井和也,9.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,1.0,1.0,0.0,2.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,3.0,9.12,0.0,2.0,0.667,阪神,2009
岩田稔,3.23,6.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,129.0,30.2,25.0,4.0,9.0,3.0,29.0,8.51,13.0,11.0,0.0,0.0,1.11,3.9,3.22,1.24,0.788,阪神,2009
藤川球児,2.32,53.0,5.0,3.0,2.0,21.0,26.0,0.0,0.625,229.0,54.1,29.0,3.0,37.0,1.0,67.0,11.1,20.0,14.0,0.0,0.0,1.21,3.25,1.81,1.91,0.828,阪神,2009
江草仁貴,5.12,21.0,1.0,0.0,0.0,2.0,3.0,0.0,1.0,89.0,19.1,22.0,1.0,13.0,0.0,15.0,6.98,12.0,11.0,0.0,0.0,1.81,3.95,1.15,1.45,0.706,阪神,2009
