player,daritsu,shiai,dasekisuu,dasuu,annda,honnruida,datenn,tokutenn,niruida,sannruida,ruida,tourui_fail,tourui,sikyuu,deadball,sannshinn,gida,heisatsuda,shutsuruiritsu,tyuodaritsu,ops,rc,noi,gpa,rc27,isop,isod,xr,xr27,babip,seca,ta,psn,bbk,team,year
鳥谷敬,0.232,121.0,261.0,220.0,51.0,1.0,22.0,15.0,11.0,0.0,65.0,1.0,1.0,34.0,1.0,37.0,3.0,6.0,0.333,0.295,0.629,23.3,0.432,0.224,3.46,0.064,0.102,23.85,3.54,0.266,0.218,0.568,1.0,0.92,阪神,2009
柴田講平,0.214,10.0,17.0,14.0,3.0,0.0,0.0,0.0,1.0,0.0,4.0,0.0,0.0,1.0,1.0,3.0,1.0,0.0,0.313,0.286,0.598,1.45,0.408,0.212,3.27,0.071,0.098,1.43,3.22,0.25,0.143,0.545,1.6,0.33,阪神,2009
関本賢太郎,0.262,55.0,54.0,42.0,11.0,0.0,10.0,1.0,0.0,0.0,11.0,0.0,1.0,8.0,3.0,10.0,0.0,1.0,0.407,0.262,0.669,6.16,0.495,0.249,5.04,0.0,0.146,6.55,5.36,0.333,0.214,0.719,0.0,0.8,阪神,2009
上本博紀,0.422,20.0,53.0,45.0,19.0,1.0,6.0,7.0,3.0,0.0,25.0,0.0,4.0,6.0,0.0,8.0,1.0,1.0,0.481,0.556,1.036,12.19,0.666,0.355,11.35,0.133,0.059,11.5,10.71,0.474,0.356,1.296,1.6,0.75,阪神,2009
平野恵一,0.245,134.0,519.0,458.0,112.0,1.0,24.0,43.0,5.0,2.0,124.0,2.0,6.0,42.0,4.0,61.0,15.0,4.0,0.313,0.271,0.584,42.43,0.404,0.209,3.12,0.026,0.069,42.51,3.13,0.27,0.127,0.494,1.71,0.69,阪神,2009
金本知憲,0.258,126.0,406.0,356.0,92.0,6.0,30.0,24.0,16.0,1.0,128.0,3.0,3.0,49.0,0.0,54.0,0.0,2.0,0.347,0.36,0.707,47.75,0.467,0.246,4.78,0.101,0.089,47.38,4.74,0.29,0.239,0.658,4.0,0.91,阪神,2009
今岡誠,0.133,23.0,30.0,30.0,4.0,0.0,2.0,0.0,2.0,0.0,6.0,0.0,0.0,0.0,0.0,8.0,0.0,1.0,0.133,0.2,0.333,-0.4,0.2,0.11,-0.4,0.067,0.0,-0.33,-0.33,0.182,0.067,0.222,0.0,0.0,阪神,2009
浅井良,0.22,46.0,55.0,50.0,11.0,1.0,5.0,5.0,1.0,0.0,15.0,0.0,0.0,2.0,1.0,7.0,2.0,3.0,0.264,0.3,0.564,2.97,0.364,0.194,1.82,0.08,0.044,3.08,1.89,0.227,0.12,0.429,0.0,0.29,阪神,2009
藤本敦士,0.219,47.0,70.0,64.0,14.0,0.0,1.0,6.0,1.0,0.0,15.0,2.0,0.0,3.0,0.0,4.0,3.0,4.0,0.254,0.234,0.488,1.57,0.332,0.173,0.72,0.016,0.035,1.71,0.78,0.222,0.031,0.286,0.0,0.75,阪神,2009
水田圭介,0.0,12.0,5.0,5.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,-0.53,0.0,0.0,-2.38,0.0,0.0,-0.42,-1.89,0.0,0.2,0.167,0.0,0.0,阪神,2009
桧山進次郎,0.196,57.0,59.0,51.0,10.0,0.0,13.0,0.0,4.0,0.0,14.0,0.0,0.0,6.0,2.0,12.0,0.0,2.0,0.305,0.275,0.58,4.1,0.397,0.206,2.57,0.078,0.109,3.98,2.5,0.256,0.196,0.512,0.0,0.5,阪神,2009
新井貴浩,0.244,94.0,194.0,176.0,43.0,3.0,31.0,13.0,6.0,0.0,58.0,0.0,0.0,15.0,2.0,33.0,0.0,6.0,0.309,0.33,0.639,17.04,0.419,0.222,3.29,0.085,0.065,17.16,3.31,0.284,0.17,0.54,0.0,0.45,阪神,2009
林威助,0.0,1.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,-0.42,0.0,0.0,-2.81,0.0,0.0,-0.38,-2.57,0.0,0.0,0.0,1.0,0.0,阪神,2009
メンチ,0.148,15.0,56.0,54.0,8.0,0.0,2.0,1.0,3.0,0.0,11.0,0.0,1.0,2.0,0.0,9.0,0.0,1.0,0.179,0.204,0.382,0.78,0.246,0.131,0.45,0.056,0.03,0.94,0.54,0.178,0.111,0.298,0.0,0.22,阪神,2009
葛城育郎,0.207,42.0,66.0,58.0,12.0,1.0,3.0,5.0,2.0,0.0,17.0,0.0,0.0,7.0,0.0,12.0,1.0,3.0,0.292,0.293,0.585,4.31,0.39,0.205,2.33,0.086,0.085,4.45,2.4,0.239,0.207,0.49,0.0,0.58,阪神,2009
