player,daritsu,shiai,dasekisuu,dasuu,annda,honnruida,datenn,tokutenn,niruida,sannruida,ruida,tourui_fail,tourui,sikyuu,deadball,sannshinn,gida,heisatsuda,shutsuruiritsu,tyuodaritsu,ops,rc,noi,gpa,rc27,isop,isod,xr,xr27,babip,seca,ta,psn,bbk,team,year
比屋根渉,0.0,4.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.03,0.0,0.0,-0.4,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.0,0.13,ヤクルト,2012
相川亮二,0.25,58.0,207.0,192.0,48.0,2.0,21.0,19.0,8.0,0.0,62.0,0.0,0.0,9.0,2.0,31.0,2.0,5.0,0.288,0.323,0.611,16.83,0.395,0.21,2.97,0.073,0.038,17.05,3.01,0.282,0.12,0.49,0.0,0.29,ヤクルト,2012
福地寿樹,0.255,83.0,216.0,188.0,48.0,0.0,19.0,18.0,13.0,1.0,63.0,1.0,12.0,16.0,4.0,29.0,6.0,3.0,0.324,0.335,0.659,23.48,0.436,0.229,4.17,0.08,0.068,23.08,4.1,0.287,0.223,0.653,0.0,0.55,ヤクルト,2012
バレンティン,0.268,142.0,602.0,514.0,138.0,38.0,131.0,72.0,22.0,0.0,274.0,1.0,1.0,85.0,0.0,121.0,0.0,15.0,0.37,0.533,0.904,98.65,0.548,0.3,6.74,0.265,0.102,98.62,6.74,0.279,0.43,0.916,1.95,0.7,ヤクルト,2012
川端慎吾,0.259,97.0,334.0,297.0,77.0,3.0,31.0,22.0,9.0,1.0,97.0,0.0,1.0,32.0,3.0,37.0,1.0,11.0,0.336,0.327,0.663,32.3,0.445,0.233,3.74,0.067,0.077,31.98,3.71,0.286,0.178,0.576,1.5,0.86,ヤクルト,2012
宮本慎也,0.266,104.0,259.0,237.0,63.0,0.0,17.0,13.0,1.0,0.0,64.0,0.0,1.0,14.0,1.0,28.0,6.0,8.0,0.308,0.27,0.578,18.62,0.398,0.206,2.66,0.004,0.042,18.77,2.68,0.292,0.068,0.44,0.0,0.5,ヤクルト,2012
田中浩康,0.188,31.0,37.0,32.0,6.0,0.0,1.0,2.0,2.0,0.0,8.0,0.0,0.0,4.0,1.0,3.0,0.0,0.0,0.297,0.25,0.547,2.73,0.381,0.196,2.83,0.063,0.11,2.78,2.89,0.207,0.188,0.5,1.5,1.33,ヤクルト,2012
武内晋一,0.286,15.0,16.0,14.0,4.0,1.0,3.0,2.0,1.0,0.0,8.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.375,0.571,0.946,3.01,0.565,0.312,8.12,0.286,0.089,2.92,7.88,0.273,0.429,1.0,0.0,1.0,ヤクルト,2012
飯原誉士,0.188,17.0,18.0,16.0,3.0,0.0,0.0,2.0,0.0,0.0,3.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.278,0.188,0.465,0.9,0.34,0.172,1.86,0.0,0.09,0.99,2.06,0.214,0.125,0.385,0.0,1.0,ヤクルト,2012
藤本敦士,0.0,4.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,-0.42,0.0,0.0,-2.81,0.0,0.0,-0.38,-2.57,0.0,0.0,0.0,0.0,0.0,ヤクルト,2012
