player,bougyoritsu,shiai,shouri,haiboku,saves,hold,hp,kanntou,shouritsu,dasha,toukyuukai,hiannda,hihonnruida,sikyuu,deadball,datsusannshinn,datsusannshinnritsu,shitten,jisekitenn,kannpuu,mushikyuu,whip,dips,kbb,pfr,hidr,team,year
近藤一樹,8.24,5.0,2.0,2.0,0.0,0.0,0.0,0.0,0.5,94.0,19.2,30.0,3.0,6.0,0.0,16.0,7.32,19.0,18.0,0.0,0.0,1.83,4.39,2.67,1.12,0.545,オリックス,2012
木佐貫洋,2.6,24.0,5.0,9.0,0.0,0.0,0.0,5.0,0.357,628.0,152.1,138.0,8.0,42.0,3.0,96.0,5.67,47.0,44.0,1.0,1.0,1.18,3.41,2.29,0.91,0.794,オリックス,2012
桑原謙太朗,1.69,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,5.1,7.0,0.0,3.0,0.0,6.0,10.13,1.0,1.0,0.0,0.0,1.88,2.56,2.0,1.69,0.9,オリックス,2012
古川秀一,2.08,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,4.1,4.0,0.0,0.0,0.0,3.0,6.23,1.0,1.0,0.0,0.0,0.92,1.74,4.0,0.69,0.75,オリックス,2012
佐藤達也,7.3,12.0,0.0,1.0,0.0,2.0,2.0,0.0,0.0,56.0,12.1,15.0,2.0,5.0,0.0,12.0,8.76,11.0,10.0,0.0,0.0,1.62,4.5,2.4,1.38,0.556,オリックス,2012
平野佳寿,2.67,58.0,3.0,7.0,29.0,8.0,11.0,0.0,0.3,240.0,57.1,57.0,5.0,16.0,1.0,47.0,7.38,19.0,17.0,0.0,0.0,1.27,3.5,2.94,1.1,0.826,オリックス,2012
香月良太,5.18,52.0,1.0,2.0,0.0,10.0,11.0,0.0,0.333,176.0,40.0,42.0,2.0,15.0,2.0,21.0,4.73,23.0,23.0,0.0,0.0,1.43,3.92,1.4,0.9,0.632,オリックス,2012
岸田護,2.35,17.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,59.0,15.1,13.0,0.0,2.0,0.0,14.0,8.22,4.0,4.0,0.0,0.0,0.98,1.69,7.0,1.04,0.733,オリックス,2012
金子千尋,3.87,17.0,4.0,7.0,0.0,0.0,0.0,0.0,0.364,430.0,100.0,97.0,11.0,35.0,3.0,72.0,6.48,47.0,43.0,0.0,0.0,1.32,4.25,2.06,1.07,0.742,オリックス,2012
寺原隼人,3.92,16.0,6.0,8.0,0.0,0.0,0.0,1.0,0.429,441.0,101.0,114.0,7.0,31.0,3.0,61.0,5.44,49.0,44.0,1.0,0.0,1.44,3.82,1.97,0.91,0.738,オリックス,2012
西勇輝,3.6,25.0,10.0,13.0,0.0,0.0,0.0,0.0,0.435,679.0,162.1,162.0,15.0,36.0,6.0,119.0,6.6,66.0,65.0,0.0,0.0,1.22,3.59,3.31,0.95,0.735,オリックス,2012
小松聖,10.8,4.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,20.0,3.1,6.0,1.0,3.0,0.0,1.0,2.7,4.0,4.0,0.0,0.0,2.7,9.12,0.33,1.2,0.625,オリックス,2012
井川慶,3.82,8.0,2.0,2.0,0.0,0.0,0.0,0.0,0.5,149.0,33.0,37.0,4.0,12.0,0.0,28.0,7.64,17.0,14.0,0.0,0.0,1.48,4.09,2.33,1.21,0.778,オリックス,2012
中山慎也,6.75,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70.0,14.2,21.0,3.0,4.0,2.0,10.0,6.14,12.0,11.0,0.0,0.0,1.7,5.64,2.5,0.95,0.667,オリックス,2012
比嘉幹貴,2.04,43.0,0.0,2.0,1.0,9.0,9.0,0.0,0.0,135.0,35.1,25.0,3.0,7.0,3.0,22.0,5.6,10.0,8.0,0.0,0.0,0.91,3.4,3.14,0.82,0.844,オリックス,2012
鴨志田貴司,27.0,2.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,7.0,1.0,1.0,0.0,3.0,0.0,1.0,9.0,3.0,3.0,0.0,0.0,4.0,10.12,0.33,4.0,0.25,オリックス,2012
高宮和也,9.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,2.0,16.12,3.5,0.0,1.0,オリックス,2012
