player,daritsu,shiai,dasekisuu,dasuu,annda,honnruida,datenn,tokutenn,niruida,sannruida,ruida,tourui_fail,tourui,sikyuu,deadball,sannshinn,gida,heisatsuda,shutsuruiritsu,tyuodaritsu,ops,rc,noi,gpa,rc27,isop,isod,xr,xr27,babip,seca,ta,psn,bbk,team,year
栗山巧,0.256,114.0,363.0,305.0,78.0,8.0,52.0,32.0,18.0,1.0,122.0,0.0,1.0,52.0,3.0,78.0,0.0,5.0,0.366,0.4,0.766,48.02,0.5,0.265,5.52,0.144,0.111,47.93,5.51,0.315,0.318,0.767,1.78,0.67,西武,2014
金子侑司,0.223,111.0,356.0,310.0,69.0,1.0,34.0,50.0,7.0,3.0,85.0,11.0,32.0,34.0,3.0,53.0,6.0,5.0,0.303,0.274,0.577,29.26,0.394,0.205,2.97,0.052,0.08,30.81,3.13,0.257,0.229,0.556,1.94,0.64,西武,2014
鬼崎裕司,0.196,59.0,124.0,107.0,21.0,0.0,6.0,9.0,5.0,0.0,26.0,0.0,1.0,10.0,0.0,23.0,6.0,1.0,0.263,0.243,0.506,7.07,0.344,0.179,2.03,0.047,0.066,7.5,2.15,0.231,0.15,0.425,0.0,0.43,西武,2014
山崎浩司,0.242,22.0,35.0,33.0,8.0,1.0,3.0,4.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,5.0,2.0,2.0,0.242,0.333,0.576,1.9,0.354,0.192,1.77,0.091,0.0,1.99,1.85,0.241,0.091,0.407,0.0,0.0,西武,2014
ランサム,0.212,38.0,138.0,118.0,25.0,2.0,12.0,8.0,8.0,0.0,39.0,1.0,0.0,18.0,1.0,49.0,1.0,1.0,0.321,0.331,0.652,13.12,0.431,0.227,3.69,0.119,0.109,13.1,3.68,0.338,0.263,0.6,0.0,0.37,西武,2014
脇谷亮太,0.294,118.0,272.0,235.0,69.0,3.0,22.0,32.0,13.0,1.0,93.0,2.0,4.0,27.0,1.0,47.0,8.0,3.0,0.367,0.396,0.763,35.78,0.499,0.264,5.37,0.102,0.074,34.58,5.19,0.34,0.226,0.719,3.43,0.57,西武,2014
渡辺直人,0.235,32.0,79.0,68.0,16.0,0.0,3.0,3.0,7.0,0.0,23.0,0.0,0.0,7.0,0.0,14.0,4.0,2.0,0.307,0.338,0.645,6.96,0.419,0.223,3.24,0.103,0.071,6.55,3.05,0.276,0.206,0.556,0.0,0.5,西武,2014
大崎雄太朗,0.219,47.0,85.0,73.0,16.0,1.0,9.0,2.0,3.0,0.0,22.0,0.0,0.0,5.0,2.0,16.0,2.0,0.0,0.277,0.301,0.578,6.88,0.378,0.2,3.0,0.082,0.058,7.82,3.41,0.246,0.151,0.509,0.0,0.31,西武,2014
森友哉,0.275,136.0,552.0,473.0,130.0,16.0,80.0,67.0,34.0,2.0,216.0,2.0,7.0,70.0,2.0,105.0,0.0,3.0,0.366,0.457,0.823,83.91,0.518,0.279,6.38,0.182,0.091,83.29,6.33,0.318,0.34,0.842,9.74,0.67,西武,2014
星孝典,0.077,11.0,13.0,13.0,1.0,0.0,0.0,2.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,3.0,0.0,2.0,0.077,0.154,0.231,-1.14,0.128,0.073,-2.2,0.077,0.0,-1.12,-2.16,0.1,0.077,0.143,0.0,0.0,西武,2014
炭谷銀仁朗,0.211,133.0,443.0,399.0,84.0,4.0,35.0,31.0,16.0,0.0,112.0,0.0,0.0,16.0,4.0,87.0,22.0,7.0,0.247,0.281,0.528,25.08,0.341,0.181,1.96,0.07,0.037,26.06,2.03,0.241,0.11,0.41,0.0,0.18,西武,2014
坂田遼,0.438,11.0,19.0,16.0,7.0,2.0,4.0,2.0,0.0,0.0,13.0,0.0,0.0,3.0,0.0,8.0,0.0,0.0,0.526,0.813,1.339,5.84,0.797,0.44,17.51,0.375,0.089,5.53,16.59,0.833,0.563,1.778,0.0,0.38,西武,2014
浅村栄斗,0.31,143.0,640.0,565.0,175.0,32.0,127.0,104.0,27.0,0.0,298.0,2.0,4.0,68.0,2.0,105.0,0.0,18.0,0.383,0.527,0.91,108.3,0.559,0.304,7.05,0.218,0.073,106.29,6.92,0.33,0.342,0.902,7.11,0.65,西武,2014
山川穂高,0.281,143.0,647.0,541.0,152.0,47.0,124.0,115.0,24.0,1.0,319.0,0.0,0.0,88.0,16.0,138.0,0.0,5.0,0.396,0.59,0.985,125.21,0.592,0.325,8.54,0.309,0.115,123.96,8.45,0.293,0.471,1.074,0.0,0.64,西武,2014
米野智人,0.0,2.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,-0.41,0.0,0.0,-2.75,0.0,0.0,-0.37,-2.5,0.0,0.0,0.0,0.0,0.0,西武,2014
岡田雅利,0.272,52.0,108.0,92.0,25.0,3.0,7.0,10.0,3.0,0.0,37.0,1.0,0.0,7.0,1.0,17.0,7.0,3.0,0.327,0.402,0.729,11.56,0.461,0.248,3.95,0.13,0.055,11.75,4.02,0.275,0.196,0.62,0.0,0.41,西武,2014
美沢将,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17,西武,2014
林崎遼,0.263,17.0,44.0,38.0,10.0,0.0,1.0,5.0,2.0,0.0,12.0,1.0,0.0,4.0,0.0,6.0,2.0,1.0,0.333,0.316,0.649,3.73,0.439,0.229,3.15,0.053,0.07,3.62,3.05,0.294,0.132,0.5,0.0,0.67,西武,2014
上本達之,0.1,11.0,11.0,10.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.182,0.1,0.282,-0.09,0.215,0.107,-0.27,0.0,0.082,0.01,0.03,0.125,0.1,0.222,0.0,0.5,西武,2014
木村文紀,0.26,75.0,120.0,104.0,27.0,3.0,12.0,18.0,5.0,1.0,43.0,3.0,7.0,10.0,1.0,33.0,5.0,0.0,0.33,0.413,0.744,15.22,0.468,0.252,4.83,0.154,0.071,15.01,4.77,0.329,0.288,0.725,4.2,0.3,西武,2014
石川貢,0.0,3.0,11.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,2.0,0.0,0.0,0.091,0.0,0.091,-1.05,0.091,0.041,-2.57,0.0,0.091,-0.9,-2.21,0.0,-0.1,0.0,0.0,0.0,西武,2014
秋山翔吾,0.323,143.0,685.0,603.0,195.0,24.0,82.0,107.0,39.0,8.0,322.0,10.0,15.0,77.0,4.0,96.0,0.0,3.0,0.403,0.534,0.937,127.53,0.581,0.315,8.16,0.211,0.08,121.41,7.77,0.353,0.347,0.969,18.46,0.8,西武,2014
金子一輝,0.357,6.0,14.0,14.0,5.0,1.0,2.0,3.0,1.0,0.0,9.0,1.0,0.0,0.0,0.0,3.0,0.0,1.0,0.357,0.643,1.0,2.19,0.571,0.321,5.37,0.286,0.0,2.14,5.25,0.4,0.214,0.727,0.0,0.0,西武,2014
熊代聖人,0.0,25.0,10.0,9.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,4.0,0.0,0.0,0.1,0.0,0.1,-0.45,0.1,0.045,-1.35,0.0,0.1,-0.32,-0.96,0.0,0.222,0.222,0.0,0.25,西武,2014
永江恭平,0.0,4.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,西武,2014
中村剛也,0.265,97.0,392.0,355.0,94.0,28.0,74.0,53.0,14.0,1.0,194.0,0.0,1.0,33.0,2.0,112.0,0.0,11.0,0.329,0.546,0.876,60.59,0.511,0.285,5.97,0.282,0.064,61.3,6.04,0.304,0.377,0.846,1.93,0.29,西武,2014
田代将太郎,0.071,38.0,62.0,56.0,4.0,1.0,5.0,8.0,0.0,1.0,9.0,2.0,3.0,5.0,1.0,16.0,0.0,1.0,0.161,0.161,0.322,-0.52,0.215,0.113,-0.25,0.089,0.09,0.24,0.12,0.077,0.196,0.291,1.5,0.31,西武,2014
駒月仁人,0.143,7.0,7.0,7.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.143,0.143,0.286,-0.09,0.19,0.1,-0.42,0.0,0.0,-0.05,-0.23,0.167,0.0,0.167,0.0,0.0,西武,2014
中田祥多,0.0,8.0,12.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,5.0,1.0,0.0,0.182,0.0,0.182,-0.28,0.182,0.082,-0.75,0.0,0.182,-0.13,-0.35,0.0,0.222,0.222,0.0,0.4,西武,2014
斉藤彰吾,0.241,59.0,104.0,87.0,21.0,1.0,8.0,20.0,5.0,0.0,29.0,1.0,4.0,8.0,4.0,28.0,4.0,2.0,0.33,0.333,0.663,10.5,0.441,0.232,3.83,0.092,0.089,10.65,3.89,0.317,0.218,0.638,1.6,0.29,西武,2014
梅田尚通,0.182,4.0,12.0,11.0,2.0,1.0,4.0,2.0,0.0,0.0,5.0,1.0,0.0,1.0,0.0,3.0,0.0,0.0,0.25,0.455,0.705,0.94,0.402,0.226,2.54,0.273,0.068,1.13,3.05,0.143,0.273,0.5,0.0,0.33,西武,2014
アブレイユ,0.25,7.0,17.0,16.0,4.0,0.0,4.0,4.0,0.0,1.0,6.0,0.0,1.0,1.0,0.0,6.0,0.0,2.0,0.294,0.375,0.669,1.22,0.419,0.226,2.36,0.125,0.044,1.19,2.3,0.4,0.25,0.571,0.0,0.17,西武,2014
メヒア,0.212,82.0,234.0,212.0,45.0,9.0,21.0,20.0,7.0,0.0,79.0,0.0,0.0,18.0,3.0,62.0,0.0,3.0,0.282,0.373,0.655,22.25,0.406,0.22,3.51,0.16,0.07,23.37,3.69,0.254,0.245,0.588,0.0,0.29,西武,2014
水口大地,0.0,10.0,3.0,3.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,-0.31,0.0,0.0,-2.77,0.0,0.0,-0.28,-2.52,0.0,0.0,0.0,0.0,0.0,西武,2014
