player,bougyoritsu,shiai,shouri,haiboku,saves,hold,hp,kanntou,shouritsu,dasha,toukyuukai,hiannda,hihonnruida,sikyuu,deadball,datsusannshinn,datsusannshinnritsu,shitten,jisekitenn,kannpuu,mushikyuu,whip,dips,kbb,pfr,hidr,team,year
岩尾利弘,9.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,3.0,5.0,0.0,2.0,0.0,1.0,3.0,3.0,3.0,0.0,0.0,2.33,4.45,0.5,1.0,0.571,西武,2014
西口文也,9.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,19.0,4.0,6.0,1.0,1.0,0.0,4.0,9.0,4.0,4.0,0.0,0.0,1.75,5.12,4.0,1.25,0.5,西武,2014
増田達至,5.17,41.0,2.0,4.0,14.0,2.0,4.0,0.0,0.333,170.0,38.1,44.0,5.0,9.0,2.0,23.0,5.4,23.0,22.0,0.0,0.0,1.38,4.32,2.56,0.83,0.66,西武,2014
大石達也,7.0,10.0,1.0,0.0,0.0,2.0,3.0,0.0,1.0,43.0,9.0,12.0,2.0,4.0,1.0,7.0,7.0,8.0,7.0,0.0,0.0,1.78,6.12,1.75,1.22,0.667,西武,2014
菊池雄星,3.08,23.0,14.0,4.0,0.0,0.0,0.0,1.0,0.778,654.0,163.2,124.0,16.0,45.0,4.0,153.0,8.41,59.0,56.0,0.0,0.0,1.03,3.4,3.4,1.21,0.745,西武,2014
豊田拓矢,13.5,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,1.1,2.0,0.0,1.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,2.25,5.37,0.0,0.75,0.333,西武,2014
野上亮磨,3.63,24.0,11.0,10.0,0.0,0.0,0.0,2.0,0.524,577.0,144.0,128.0,10.0,24.0,5.0,113.0,7.06,62.0,58.0,1.0,0.0,1.06,3.04,4.71,0.95,0.673,西武,2014
十亀剣,4.42,22.0,5.0,8.0,0.0,0.0,0.0,0.0,0.385,535.0,124.1,114.0,16.0,56.0,6.0,82.0,5.94,65.0,61.0,0.0,0.0,1.37,4.97,1.46,1.11,0.719,西武,2014
岡本篤志,6.75,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,2.2,4.0,0.0,2.0,0.0,2.0,6.75,2.0,2.0,0.0,0.0,2.25,3.87,1.0,1.5,0.667,西武,2014
平野将光,8.64,7.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,43.0,8.1,10.0,1.0,8.0,0.0,4.0,4.32,8.0,8.0,0.0,0.0,2.16,6.24,0.5,1.44,0.588,西武,2014
ボウデン,4.5,36.0,2.0,1.0,0.0,5.0,7.0,0.0,0.667,179.0,40.0,38.0,4.0,24.0,1.0,30.0,6.75,20.0,20.0,0.0,0.0,1.55,4.65,1.25,1.35,0.729,西武,2014
藤原良平,1.54,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,53.0,11.2,10.0,1.0,7.0,2.0,5.0,3.86,3.0,2.0,0.0,0.0,1.46,5.69,0.71,1.03,0.944,西武,2014
