player,daritsu,shiai,dasekisuu,dasuu,annda,honnruida,datenn,tokutenn,niruida,sannruida,ruida,tourui_fail,tourui,sikyuu,deadball,sannshinn,gida,heisatsuda,shutsuruiritsu,tyuodaritsu,ops,rc,noi,gpa,rc27,isop,isod,xr,xr27,babip,seca,ta,psn,bbk,team,year
大和,0.28,100.0,252.0,232.0,65.0,1.0,16.0,25.0,6.0,0.0,74.0,3.0,2.0,18.0,0.0,37.0,1.0,5.0,0.331,0.319,0.65,23.75,0.437,0.229,3.62,0.039,0.051,23.51,3.59,0.327,0.112,0.52,1.33,0.49,阪神,2013
鳥谷敬,0.232,121.0,261.0,220.0,51.0,1.0,22.0,15.0,11.0,0.0,65.0,1.0,1.0,34.0,1.0,37.0,3.0,6.0,0.333,0.295,0.629,23.3,0.432,0.224,3.46,0.064,0.102,23.85,3.54,0.266,0.218,0.568,1.0,0.92,阪神,2013
北條史也,0.322,62.0,266.0,239.0,77.0,1.0,20.0,34.0,8.0,1.0,90.0,0.0,1.0,19.0,1.0,32.0,4.0,7.0,0.37,0.377,0.747,33.4,0.496,0.261,5.12,0.054,0.048,32.56,5.0,0.357,0.138,0.657,1.0,0.59,阪神,2013
関本賢太郎,0.262,55.0,54.0,42.0,11.0,0.0,10.0,1.0,0.0,0.0,11.0,0.0,1.0,8.0,3.0,10.0,0.0,1.0,0.407,0.262,0.669,6.16,0.495,0.249,5.04,0.0,0.146,6.55,5.36,0.333,0.214,0.719,0.0,0.8,阪神,2013
上本博紀,0.422,20.0,53.0,45.0,19.0,1.0,6.0,7.0,3.0,0.0,25.0,0.0,4.0,6.0,0.0,8.0,1.0,1.0,0.481,0.556,1.036,12.19,0.666,0.355,11.35,0.133,0.059,11.5,10.71,0.474,0.356,1.296,1.6,0.75,阪神,2013
浅井良,0.22,46.0,55.0,50.0,11.0,1.0,5.0,5.0,1.0,0.0,15.0,0.0,0.0,2.0,1.0,7.0,2.0,3.0,0.264,0.3,0.564,2.97,0.364,0.194,1.82,0.08,0.044,3.08,1.89,0.227,0.12,0.429,0.0,0.29,阪神,2013
西岡剛,0.125,25.0,43.0,40.0,5.0,0.0,1.0,4.0,3.0,0.0,8.0,0.0,0.0,3.0,0.0,10.0,0.0,0.0,0.186,0.2,0.386,0.8,0.253,0.134,0.62,0.075,0.061,0.95,0.73,0.167,0.15,0.314,0.0,0.3,阪神,2013
福留孝介,0.28,123.0,499.0,414.0,116.0,14.0,72.0,57.0,26.0,2.0,188.0,1.0,2.0,73.0,5.0,90.0,0.0,10.0,0.389,0.454,0.843,75.83,0.54,0.288,6.48,0.174,0.109,75.69,6.47,0.322,0.353,0.864,3.5,0.81,阪神,2013
マートン,0.276,140.0,583.0,544.0,150.0,9.0,59.0,46.0,27.0,0.0,204.0,1.0,0.0,31.0,3.0,77.0,0.0,21.0,0.316,0.375,0.691,59.13,0.441,0.236,3.79,0.099,0.04,58.64,3.76,0.305,0.154,0.57,0.0,0.4,阪神,2013
桧山進次郎,0.196,57.0,59.0,51.0,10.0,0.0,13.0,0.0,4.0,0.0,14.0,0.0,0.0,6.0,2.0,12.0,0.0,2.0,0.305,0.275,0.58,4.1,0.397,0.206,2.57,0.078,0.109,3.98,2.5,0.256,0.196,0.512,0.0,0.5,阪神,2013
