player,daritsu,shiai,dasekisuu,dasuu,annda,honnruida,datenn,tokutenn,niruida,sannruida,ruida,tourui_fail,tourui,sikyuu,deadball,sannshinn,gida,heisatsuda,shutsuruiritsu,tyuodaritsu,ops,rc,noi,gpa,rc27,isop,isod,xr,xr27,babip,seca,ta,psn,bbk,team,year
柴原洋,0.077,11.0,13.0,13.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.077,0.077,0.154,-0.73,0.103,0.054,-1.65,0.0,0.0,-0.62,-1.4,0.125,0.0,0.083,1.6,0.0,ソフトバンク,2011
今宮健太,0.266,99.0,405.0,354.0,94.0,11.0,45.0,45.0,18.0,1.0,147.0,4.0,5.0,25.0,2.0,60.0,22.0,5.0,0.316,0.415,0.731,46.84,0.454,0.246,4.32,0.15,0.05,46.35,4.27,0.27,0.223,0.651,6.88,0.42,ソフトバンク,2011
松中信彦,0.067,9.0,16.0,15.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,9.0,0.0,0.0,0.125,0.067,0.192,-0.66,0.147,0.073,-1.26,0.0,0.058,-0.49,-0.95,0.167,0.067,0.143,1.6,0.11,ソフトバンク,2011
清水将海,0.0,3.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,-0.11,0.0,0.0,-2.92,0.0,0.0,-0.1,-2.7,0.0,0.0,0.0,0.0,0.0,ソフトバンク,2011
松田宣浩,0.248,143.0,580.0,517.0,128.0,32.0,82.0,72.0,21.0,3.0,251.0,3.0,3.0,56.0,4.0,113.0,0.0,12.0,0.324,0.485,0.81,79.63,0.486,0.267,5.28,0.238,0.077,80.7,5.35,0.256,0.346,0.77,5.49,0.5,ソフトバンク,2011
多村仁志,0.25,79.0,218.0,200.0,50.0,4.0,20.0,16.0,9.0,1.0,73.0,1.0,0.0,18.0,0.0,43.0,0.0,7.0,0.312,0.365,0.677,20.91,0.434,0.232,3.57,0.115,0.062,20.65,3.53,0.301,0.2,0.57,0.0,0.42,ソフトバンク,2011
立岡宗一郎,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ソフトバンク,2011
小久保裕紀,0.239,103.0,357.0,331.0,79.0,4.0,34.0,20.0,11.0,0.0,102.0,0.0,0.0,20.0,0.0,67.0,3.0,6.0,0.28,0.308,0.588,27.34,0.382,0.203,2.8,0.069,0.041,28.27,2.89,0.282,0.13,0.473,0.0,0.3,ソフトバンク,2011
高谷裕亮,0.175,93.0,192.0,171.0,30.0,1.0,16.0,14.0,6.0,1.0,41.0,1.0,0.0,13.0,0.0,31.0,8.0,2.0,0.234,0.24,0.473,7.95,0.314,0.165,1.41,0.064,0.058,8.54,1.52,0.197,0.135,0.368,0.0,0.42,ソフトバンク,2011
山下斐紹,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ソフトバンク,2011
