player,bougyoritsu,shiai,shouri,haiboku,saves,hold,hp,kanntou,shouritsu,dasha,toukyuukai,hiannda,hihonnruida,sikyuu,deadball,datsusannshinn,datsusannshinnritsu,shitten,jisekitenn,kannpuu,mushikyuu,whip,dips,kbb,pfr,hidr,team,year
石山泰稚,2.08,71.0,3.0,2.0,35.0,7.0,10.0,0.0,0.6,296.0,73.2,63.0,6.0,15.0,2.0,62.0,7.57,19.0,17.0,0.0,0.0,1.06,3.11,4.13,1.05,0.851,ヤクルト,2018
中尾輝,3.5,54.0,7.0,3.0,0.0,12.0,19.0,0.0,0.7,248.0,54.0,53.0,5.0,33.0,1.0,56.0,9.33,25.0,21.0,0.0,0.0,1.59,3.92,1.7,1.65,0.805,ヤクルト,2018
秋吉亮,4.23,35.0,2.0,2.0,0.0,6.0,8.0,0.0,0.5,166.0,38.1,40.0,5.0,12.0,2.0,24.0,5.63,20.0,18.0,0.0,0.0,1.36,4.35,2.0,0.94,0.735,ヤクルト,2018
大下佑馬,3.09,25.0,2.0,1.0,0.0,5.0,7.0,0.0,0.667,171.0,43.2,31.0,6.0,9.0,3.0,35.0,7.21,17.0,15.0,0.0,0.0,0.92,4.13,3.89,1.01,0.757,ヤクルト,2018
原樹理,3.09,30.0,6.0,7.0,0.0,1.0,2.0,2.0,0.462,461.0,110.2,102.0,3.0,31.0,3.0,93.0,7.56,48.0,38.0,1.0,1.0,1.2,2.71,3.0,1.12,0.737,ヤクルト,2018
成瀬善久,5.4,12.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,70.0,16.2,16.0,4.0,5.0,0.0,10.0,5.4,11.0,10.0,0.0,0.0,1.26,5.94,2.0,0.9,0.647,ヤクルト,2018
寺島成輝,27.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,13.0,2.0,4.0,1.0,4.0,0.0,2.0,9.0,6.0,6.0,0.0,0.0,4.0,13.62,0.5,3.0,0.286,ヤクルト,2018
石川雅規,4.88,22.0,7.0,6.0,0.0,0.0,0.0,0.0,0.538,488.0,110.2,121.0,19.0,41.0,4.0,78.0,6.34,70.0,60.0,0.0,0.0,1.46,5.14,1.9,1.08,0.721,ヤクルト,2018
山本哲哉,4.5,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,4.0,5.0,1.0,1.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,1.5,7.12,0.0,0.25,0.8,ヤクルト,2018
松岡健一,4.91,14.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,73.0,14.2,16.0,1.0,9.0,2.0,14.0,8.59,11.0,8.0,0.0,0.0,1.7,4.35,1.56,1.57,0.731,ヤクルト,2018
蔵本治孝,9.24,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,63.0,12.2,26.0,3.0,3.0,1.0,9.0,6.39,13.0,13.0,0.0,0.0,2.29,5.73,3.0,0.95,0.63,ヤクルト,2018
星知弥,4.02,18.0,2.0,0.0,0.0,0.0,1.0,0.0,1.0,136.0,31.1,24.0,5.0,21.0,0.0,23.0,6.61,14.0,14.0,0.0,0.0,1.44,5.74,1.1,1.4,0.775,ヤクルト,2018
館山昌平,6.86,5.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,97.0,19.2,30.0,2.0,10.0,2.0,13.0,5.95,19.0,15.0,0.0,0.0,2.03,4.95,1.3,1.17,0.675,ヤクルト,2018
久古健太郎,27.0,6.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,14.0,1.2,7.0,1.0,1.0,1.0,1.0,5.4,5.0,5.0,0.0,0.0,4.8,13.32,1.0,1.2,0.5,ヤクルト,2018
ブキャナン,4.03,28.0,10.0,11.0,0.0,0.0,0.0,2.0,0.476,751.0,174.1,186.0,17.0,53.0,10.0,95.0,4.9,85.0,78.0,1.0,1.0,1.37,4.31,1.79,0.85,0.737,ヤクルト,2018
小川泰弘,2.75,18.0,8.0,5.0,0.0,0.0,0.0,0.0,0.615,450.0,108.0,109.0,9.0,24.0,1.0,94.0,7.83,36.0,33.0,0.0,0.0,1.23,3.1,3.92,1.09,0.808,ヤクルト,2018
山田大樹,15.88,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,33.0,5.2,10.0,2.0,4.0,1.0,3.0,4.76,11.0,10.0,0.0,0.0,2.47,9.3,0.75,1.24,0.385,ヤクルト,2018
菊沢竜佑,6.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,3.0,5.0,1.0,2.0,0.0,3.0,9.0,2.0,2.0,0.0,0.0,2.33,7.45,1.5,1.67,0.833,ヤクルト,2018
カラシティー,4.18,32.0,7.0,3.0,3.0,1.0,6.0,0.0,0.7,420.0,94.2,89.0,7.0,43.0,4.0,73.0,6.94,53.0,44.0,0.0,0.0,1.39,4.0,1.7,1.23,0.713,ヤクルト,2018
梅野雄吾,7.09,29.0,3.0,2.0,0.0,10.0,13.0,0.0,0.6,128.0,26.2,27.0,5.0,22.0,3.0,25.0,8.44,22.0,21.0,0.0,0.0,1.84,6.38,1.14,1.76,0.66,ヤクルト,2018
古野正人,5.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.5,40.0,9.0,12.0,2.0,1.0,0.0,4.0,4.0,6.0,5.0,0.0,0.0,1.44,5.45,4.0,0.56,0.727,ヤクルト,2018
村中恭兵,31.5,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,2.0,4.0,1.0,5.0,1.0,3.0,13.5,7.0,7.0,0.0,0.0,4.5,15.62,0.6,4.0,0.333,ヤクルト,2018
岩橋慶侍,1.8,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,43.0,10.0,8.0,1.0,5.0,0.0,8.0,7.2,4.0,2.0,0.0,0.0,1.3,4.32,1.6,1.3,0.917,ヤクルト,2018
ハフ,4.87,35.0,3.0,6.0,0.0,7.0,9.0,0.0,0.333,411.0,94.1,105.0,13.0,27.0,4.0,78.0,7.44,54.0,51.0,0.0,0.0,1.4,4.18,2.89,1.11,0.691,ヤクルト,2018
高橋奎二,3.0,3.0,1.0,1.0,0.0,0.0,0.0,0.0,0.5,69.0,15.0,14.0,4.0,8.0,2.0,20.0,12.0,10.0,5.0,0.0,0.0,1.47,5.92,2.5,1.87,0.95,ヤクルト,2018
沼田拓巳,9.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,1.0,2.0,0.0,0.0,0.0,1.0,9.0,1.0,1.0,0.0,0.0,2.0,1.12,0.0,1.0,0.5,ヤクルト,2018
