player,bougyoritsu,shiai,shouri,haiboku,saves,hold,hp,kanntou,shouritsu,dasha,toukyuukai,hiannda,hihonnruida,sikyuu,deadball,datsusannshinn,datsusannshinnritsu,shitten,jisekitenn,kannpuu,mushikyuu,whip,dips,kbb,pfr,hidr,team,year
山口俊,2.86,19.0,11.0,5.0,0.0,0.0,0.0,5.0,0.688,570.0,138.2,112.0,10.0,44.0,4.0,121.0,7.85,48.0,44.0,3.0,0.0,1.13,3.35,2.75,1.19,0.773,DeNA,2015
小林寛,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,3.0,5.0,0.0,2.0,0.0,3.0,9.0,0.0,0.0,0.0,0.0,2.33,3.12,1.5,1.67,1.0,DeNA,2015
石田健大,4.97,23.0,3.0,7.0,0.0,0.0,2.0,0.0,0.3,408.0,92.1,95.0,16.0,34.0,5.0,87.0,8.48,62.0,51.0,0.0,0.0,1.4,4.63,2.56,1.31,0.703,DeNA,2015
井納翔一,3.54,24.0,6.0,3.0,1.0,8.0,10.0,0.0,0.667,256.0,61.0,60.0,5.0,16.0,2.0,44.0,6.49,27.0,24.0,0.0,0.0,1.25,3.53,2.75,0.98,0.74,DeNA,2015
加賀繁,8.1,9.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,43.0,10.0,14.0,2.0,0.0,0.0,9.0,8.1,9.0,9.0,0.0,0.0,1.4,3.92,2.86,0.9,0.417,DeNA,2015
三嶋一輝,3.97,60.0,7.0,2.0,0.0,15.0,22.0,0.0,0.778,292.0,68.0,61.0,8.0,31.0,2.0,82.0,10.85,30.0,30.0,0.0,0.0,1.35,3.38,2.65,1.66,0.744,DeNA,2015
三浦大輔,11.05,3.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,75.0,14.2,29.0,3.0,4.0,0.0,14.0,8.59,18.0,18.0,0.0,0.0,2.25,4.69,3.5,1.23,0.5,DeNA,2015
山崎康晃,1.92,58.0,2.0,4.0,37.0,7.0,9.0,0.0,0.333,215.0,56.1,38.0,2.0,11.0,1.0,66.0,10.54,13.0,12.0,0.0,0.0,0.87,1.88,6.0,1.37,0.792,DeNA,2015
須田幸太,7.59,10.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,44.0,10.2,10.0,3.0,3.0,0.0,4.0,3.38,9.0,9.0,0.0,0.0,1.22,6.59,1.33,0.66,0.4,DeNA,2015
岡島秀樹,8.59,10.0,0.0,2.0,0.0,2.0,2.0,0.0,0.0,35.0,7.1,6.0,1.0,8.0,0.0,7.0,8.59,7.0,7.0,0.0,0.0,1.91,6.26,0.88,2.05,0.538,DeNA,2015
高崎健太郎,27.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,1.0,4.0,0.0,1.0,0.0,0.0,0.0,3.0,3.0,0.0,0.0,5.0,6.12,0.0,1.0,0.4,DeNA,2015
林昌範,7.23,24.0,1.0,1.0,0.0,4.0,5.0,0.0,0.5,89.0,18.2,26.0,1.0,6.0,0.0,10.0,4.82,15.0,15.0,0.0,0.0,1.71,3.55,1.67,0.86,0.548,DeNA,2015
久保康友,5.35,7.0,4.0,2.0,0.0,0.0,0.0,0.0,0.667,172.0,37.0,46.0,6.0,14.0,0.0,33.0,8.03,30.0,22.0,0.0,0.0,1.62,4.42,2.36,1.27,0.704,DeNA,2015
福地元春,12.15,6.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,36.0,6.2,11.0,2.0,6.0,0.0,5.0,6.75,9.0,9.0,0.0,0.0,2.55,7.32,0.83,1.65,0.533,DeNA,2015
飯塚悟史,4.74,9.0,1.0,6.0,0.0,0.0,0.0,0.0,0.143,198.0,43.2,52.0,8.0,23.0,1.0,34.0,7.01,24.0,23.0,0.0,0.0,1.72,5.39,1.48,1.31,0.779,DeNA,2015
平田真吾,6.66,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,116.0,25.2,35.0,3.0,6.0,0.0,27.0,9.47,19.0,19.0,0.0,0.0,1.6,3.24,4.5,1.29,0.579,DeNA,2015
