player,bougyoritsu,shiai,shouri,haiboku,saves,hold,hp,kanntou,shouritsu,dasha,toukyuukai,hiannda,hihonnruida,sikyuu,deadball,datsusannshinn,datsusannshinnritsu,shitten,jisekitenn,kannpuu,mushikyuu,whip,dips,kbb,pfr,hidr,team,year
須永英輝,5.06,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,5.1,7.0,2.0,1.0,0.0,2.0,3.38,4.0,3.0,0.0,0.0,1.5,7.81,2.0,0.56,0.833,日本ハム,2009
榊原諒,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,4.0,4.0,0.0,2.0,0.0,2.0,4.5,3.0,0.0,0.0,0.0,1.5,3.62,1.0,1.0,1.0,日本ハム,2009
多田野数人,5.06,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,5.1,9.0,0.0,0.0,0.0,1.0,1.69,3.0,3.0,0.0,0.0,1.69,2.75,0.55,0.19,0.667,日本ハム,2009
宮本賢,3.07,12.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,62.0,14.2,14.0,1.0,7.0,1.0,3.0,1.84,6.0,5.0,0.0,0.0,1.43,5.23,0.43,0.68,0.81,日本ハム,2009
藤井秀悟,3.53,22.0,7.0,5.0,0.0,0.0,0.0,0.0,0.583,498.0,114.2,120.0,11.0,48.0,6.0,63.0,4.94,45.0,45.0,0.0,0.0,1.47,4.68,1.31,0.97,0.791,日本ハム,2009
林昌範,13.5,5.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,22.0,4.0,10.0,0.0,3.0,0.0,2.0,4.5,6.0,6.0,0.0,0.0,3.25,4.37,0.67,1.25,0.538,日本ハム,2009
糸数敬作,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.1,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,12.12,0.0,3.0,1.0,日本ハム,2009
武田久,3.68,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.0,7.1,11.0,1.0,3.0,0.0,3.0,3.68,4.0,3.0,0.0,0.0,1.91,5.3,1.0,0.82,0.846,日本ハム,2009
建山義紀,1.8,58.0,1.0,2.0,4.0,25.0,26.0,0.0,0.333,218.0,55.0,43.0,3.0,11.0,2.0,59.0,9.65,11.0,11.0,0.0,0.0,0.98,2.39,5.36,1.27,0.849,日本ハム,2009
宮西尚生,1.8,55.0,4.0,3.0,0.0,37.0,41.0,0.0,0.571,186.0,45.0,29.0,1.0,20.0,5.0,39.0,7.8,11.0,9.0,0.0,0.0,1.09,3.14,1.95,1.31,0.849,日本ハム,2009
江尻慎太郎,27.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,1.1,6.0,0.0,0.0,0.0,0.0,0.0,5.0,4.0,0.0,0.0,4.5,3.12,1.56,0.0,0.333,日本ハム,2009
八木智哉,3.38,13.0,6.0,3.0,0.0,0.0,0.0,1.0,0.667,285.0,66.2,67.0,4.0,16.0,6.0,37.0,5.0,27.0,25.0,1.0,0.0,1.25,3.74,2.31,0.8,0.753,日本ハム,2009
坂元弥太郎,5.97,19.0,0.0,2.0,0.0,2.0,2.0,0.0,0.0,133.0,28.2,37.0,3.0,13.0,3.0,11.0,3.45,19.0,19.0,0.0,0.0,1.74,5.18,0.85,0.84,0.68,日本ハム,2009
矢貫俊之,3.6,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.0,15.0,15.0,1.0,4.0,0.0,11.0,6.6,6.0,6.0,0.0,0.0,1.27,3.32,2.75,1.0,0.722,日本ハム,2009
吉川光夫,4.19,27.0,7.0,6.0,3.0,0.0,0.0,0.0,0.538,494.0,109.2,125.0,9.0,52.0,5.0,65.0,5.33,53.0,51.0,0.0,0.0,1.61,4.56,1.25,1.07,0.757,日本ハム,2009
土屋健二,16.88,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.0,5.1,12.0,3.0,5.0,1.0,3.0,5.06,10.0,10.0,0.0,0.0,3.19,12.68,0.6,1.5,0.533,日本ハム,2009
武田勝,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.1,0.0,0.0,0.0,0.0,1.0,27.0,0.0,0.0,0.0,0.0,0.0,-2.88,3.0,3.0,0.667,日本ハム,2009
スウィーニー,5.32,21.0,5.0,8.0,0.0,0.0,0.0,1.0,0.385,535.0,118.1,144.0,10.0,52.0,2.0,58.0,4.41,73.0,70.0,0.0,0.0,1.66,4.61,1.12,0.93,0.681,日本ハム,2009
山本一徳,5.4,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44.0,10.0,8.0,1.0,8.0,0.0,9.0,8.1,6.0,6.0,0.0,0.0,1.6,4.72,1.13,1.7,0.667,日本ハム,2009
植村祐介,3.75,9.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,51.0,12.0,8.0,1.0,7.0,1.0,12.0,9.0,5.0,5.0,0.0,0.0,1.25,4.2,1.71,1.58,0.733,日本ハム,2009
菊地和正,1.45,17.0,1.0,1.0,0.0,1.0,2.0,0.0,0.5,80.0,18.2,18.0,0.0,6.0,0.0,13.0,6.27,4.0,3.0,0.0,0.0,1.29,2.37,2.17,1.02,0.875,日本ハム,2009
谷元圭介,3.31,36.0,0.0,2.0,1.0,21.0,21.0,0.0,0.0,141.0,32.2,26.0,3.0,16.0,1.0,24.0,6.61,15.0,12.0,0.0,0.0,1.29,4.22,1.5,1.22,0.775,日本ハム,2009
金森敬之,6.62,17.0,1.0,1.0,0.0,0.0,0.0,0.0,0.5,170.0,35.1,50.0,10.0,14.0,1.0,22.0,5.6,28.0,26.0,0.0,0.0,1.81,6.66,1.57,1.02,0.709,日本ハム,2009
伊藤剛,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.1,0.0,0.0,0.0,0.0,1.0,27.0,0.0,0.0,0.0,0.0,0.0,-2.88,0.0,3.0,0.0,日本ハム,2009
ダースローマシュ匡,11.57,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,14.0,2.1,4.0,0.0,4.0,0.0,1.0,3.86,3.0,3.0,0.0,0.0,3.43,7.41,0.25,2.14,0.625,日本ハム,2009
