player,daritsu,shiai,dasekisuu,dasuu,annda,honnruida,datenn,tokutenn,niruida,sannruida,ruida,tourui_fail,tourui,sikyuu,deadball,sannshinn,gida,heisatsuda,shutsuruiritsu,tyuodaritsu,ops,rc,noi,gpa,rc27,isop,isod,xr,xr27,babip,seca,ta,psn,bbk,team,year
比屋根渉,0.0,4.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.03,0.0,0.0,-0.4,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.0,0.13,ヤクルト,2016
山田哲人,0.315,140.0,637.0,524.0,165.0,34.0,89.0,130.0,30.0,4.0,305.0,4.0,33.0,106.0,4.0,119.0,0.0,8.0,0.432,0.582,1.014,134.21,0.626,0.34,9.69,0.267,0.117,129.72,9.36,0.35,0.525,1.197,33.49,0.89,ヤクルト,2016
大引啓次,0.35,47.0,136.0,123.0,43.0,5.0,15.0,15.0,5.0,0.0,63.0,2.0,0.0,10.0,0.0,30.0,3.0,3.0,0.398,0.512,0.911,22.68,0.569,0.307,6.96,0.163,0.049,21.45,6.58,0.418,0.228,0.835,0.0,0.33,ヤクルト,2016
西浦直亨,0.242,138.0,550.0,479.0,116.0,10.0,55.0,57.0,28.0,0.0,174.0,2.0,1.0,40.0,8.0,88.0,20.0,10.0,0.309,0.363,0.673,54.15,0.431,0.23,3.67,0.121,0.067,54.17,3.67,0.262,0.203,0.589,1.82,0.45,ヤクルト,2016
バレンティン,0.268,142.0,602.0,514.0,138.0,38.0,131.0,72.0,22.0,0.0,274.0,1.0,1.0,85.0,0.0,121.0,0.0,15.0,0.37,0.533,0.904,98.65,0.548,0.3,6.74,0.265,0.102,98.62,6.74,0.279,0.43,0.916,1.95,0.7,ヤクルト,2016
川端慎吾,0.259,97.0,334.0,297.0,77.0,3.0,31.0,22.0,9.0,1.0,97.0,0.0,1.0,32.0,3.0,37.0,1.0,11.0,0.336,0.327,0.663,32.3,0.445,0.233,3.74,0.067,0.077,31.98,3.71,0.286,0.178,0.576,1.5,0.86,ヤクルト,2016
田中浩康,0.188,31.0,37.0,32.0,6.0,0.0,1.0,2.0,2.0,0.0,8.0,0.0,0.0,4.0,1.0,3.0,0.0,0.0,0.297,0.25,0.547,2.73,0.381,0.196,2.83,0.063,0.11,2.78,2.89,0.207,0.188,0.5,1.5,1.33,ヤクルト,2016
武内晋一,0.286,15.0,16.0,14.0,4.0,1.0,3.0,2.0,1.0,0.0,8.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.375,0.571,0.946,3.01,0.565,0.312,8.12,0.286,0.089,2.92,7.88,0.273,0.429,1.0,0.0,1.0,ヤクルト,2016
飯原誉士,0.188,17.0,18.0,16.0,3.0,0.0,0.0,2.0,0.0,0.0,3.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.278,0.188,0.465,0.9,0.34,0.172,1.86,0.0,0.09,0.99,2.06,0.214,0.125,0.385,0.0,1.0,ヤクルト,2016
森岡良介,0.065,26.0,33.0,31.0,2.0,0.0,3.0,1.0,1.0,0.0,3.0,0.0,0.0,1.0,0.0,8.0,0.0,2.0,0.091,0.097,0.188,-2.01,0.123,0.065,-1.69,0.032,0.026,-1.48,-1.25,0.083,0.065,0.129,1.0,0.13,ヤクルト,2016
荒木貴裕,0.218,62.0,109.0,87.0,19.0,3.0,21.0,12.0,3.0,0.0,31.0,0.0,3.0,13.0,4.0,27.0,3.0,2.0,0.34,0.356,0.696,12.24,0.458,0.242,4.41,0.138,0.121,13.08,4.71,0.258,0.322,0.729,3.0,0.48,ヤクルト,2016
田中雅彦,0.0,6.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,-0.41,0.0,0.0,-2.75,0.0,0.0,-0.37,-2.5,0.0,0.0,0.0,0.0,0.0,ヤクルト,2016
西田明央,0.143,4.0,7.0,7.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.143,0.143,0.286,-0.1,0.19,0.1,-0.45,0.0,0.0,-0.06,-0.27,0.2,0.0,0.167,1.0,0.0,ヤクルト,2016
山崎晃大朗,0.184,23.0,47.0,38.0,7.0,0.0,0.0,7.0,0.0,1.0,9.0,1.0,1.0,6.0,0.0,12.0,3.0,1.0,0.295,0.237,0.532,2.6,0.374,0.192,1.95,0.053,0.111,2.8,2.1,0.241,0.211,0.455,0.0,0.5,ヤクルト,2016
畠山和洋,0.248,75.0,155.0,129.0,32.0,5.0,27.0,9.0,6.0,0.0,53.0,0.0,0.0,26.0,0.0,23.0,0.0,4.0,0.374,0.411,0.785,20.54,0.511,0.271,5.49,0.163,0.126,20.38,5.45,0.267,0.364,0.782,0.0,1.13,ヤクルト,2016
廣岡大志,0.209,45.0,125.0,115.0,24.0,2.0,10.0,11.0,6.0,0.0,36.0,0.0,0.0,5.0,0.0,36.0,4.0,2.0,0.24,0.313,0.553,7.8,0.344,0.186,2.15,0.104,0.031,8.21,2.26,0.268,0.148,0.441,0.0,0.14,ヤクルト,2016
星野雄大,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ヤクルト,2016
雄平,0.318,125.0,482.0,446.0,142.0,11.0,67.0,50.0,19.0,1.0,196.0,1.0,6.0,33.0,1.0,62.0,0.0,13.0,0.365,0.439,0.805,69.0,0.512,0.274,5.82,0.121,0.047,66.0,5.57,0.349,0.206,0.739,7.76,0.53,ヤクルト,2016
坂口智隆,0.317,139.0,595.0,508.0,161.0,3.0,37.0,64.0,22.0,4.0,200.0,7.0,9.0,75.0,3.0,60.0,7.0,15.0,0.406,0.394,0.8,83.18,0.538,0.281,5.94,0.077,0.09,79.53,5.68,0.348,0.228,0.759,4.5,1.25,ヤクルト,2016
谷内亮太,0.222,36.0,46.0,45.0,10.0,0.0,7.0,5.0,3.0,0.0,13.0,0.0,0.0,0.0,0.0,9.0,0.0,1.0,0.217,0.289,0.506,2.22,0.314,0.17,1.62,0.067,-0.005,2.44,1.78,0.27,0.067,0.361,0.0,0.0,ヤクルト,2016
渡邉大樹,0.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,-0.21,0.0,0.0,-2.81,0.0,0.0,-0.19,-2.57,0.0,0.0,0.0,1.0,0.0,ヤクルト,2016
上田剛史,0.224,102.0,101.0,85.0,19.0,1.0,7.0,17.0,5.0,0.0,27.0,1.0,2.0,8.0,1.0,12.0,7.0,1.0,0.298,0.318,0.616,8.6,0.404,0.213,3.09,0.094,0.074,8.51,3.06,0.228,0.2,0.544,1.33,0.67,ヤクルト,2016
藤井亮太,0.275,38.0,59.0,51.0,14.0,0.0,4.0,10.0,2.0,0.0,16.0,3.0,1.0,5.0,1.0,12.0,2.0,0.0,0.351,0.314,0.665,5.41,0.455,0.236,3.48,0.039,0.076,5.35,3.44,0.341,0.098,0.5,0.0,0.42,ヤクルト,2016
中村悠平,0.211,123.0,401.0,341.0,72.0,5.0,26.0,32.0,9.0,1.0,98.0,0.0,2.0,31.0,5.0,39.0,22.0,7.0,0.285,0.287,0.572,28.98,0.381,0.2,2.61,0.076,0.074,30.06,2.71,0.209,0.173,0.493,2.86,0.79,ヤクルト,2016
奥村展征,0.22,32.0,46.0,41.0,9.0,1.0,4.0,6.0,1.0,0.0,13.0,0.0,0.0,3.0,0.0,10.0,1.0,0.0,0.267,0.317,0.584,3.7,0.372,0.199,2.94,0.098,0.047,4.13,3.28,0.25,0.171,0.5,0.0,0.3,ヤクルト,2016
松井淳,0.333,2.0,5.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.6,0.333,0.933,1.01,0.711,0.353,13.59,0.0,0.267,1.0,13.5,0.333,0.333,1.5,1.67,0.0,ヤクルト,2016
