player,daritsu,shiai,dasekisuu,dasuu,annda,honnruida,datenn,tokutenn,niruida,sannruida,ruida,tourui_fail,tourui,sikyuu,deadball,sannshinn,gida,heisatsuda,shutsuruiritsu,tyuodaritsu,ops,rc,noi,gpa,rc27,isop,isod,xr,xr27,babip,seca,ta,psn,bbk,team,year
清田育宏,0.226,96.0,303.0,261.0,59.0,2.0,27.0,18.0,10.0,1.0,77.0,2.0,2.0,32.0,0.0,63.0,6.0,8.0,0.306,0.295,0.601,23.38,0.405,0.212,2.84,0.069,0.08,24.53,2.98,0.277,0.192,0.514,2.0,0.51,ロッテ,2016
根元俊一,0.186,28.0,45.0,43.0,8.0,0.0,3.0,5.0,2.0,0.0,10.0,0.0,0.0,0.0,0.0,18.0,1.0,0.0,0.182,0.233,0.414,1.18,0.259,0.14,0.86,0.047,-0.004,1.56,1.14,0.296,0.047,0.286,1.0,0.0,ロッテ,2016
サブロー,0.25,1.0,4.0,4.0,1.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.25,0.5,0.75,0.5,0.417,0.238,4.46,0.25,0.0,0.43,3.87,1.0,0.25,0.667,0.0,0.0,ロッテ,2016
荻野貴司,0.287,78.0,351.0,317.0,91.0,2.0,25.0,52.0,15.0,3.0,118.0,6.0,20.0,13.0,9.0,25.0,9.0,6.0,0.33,0.372,0.703,41.01,0.454,0.242,4.43,0.085,0.043,40.17,4.34,0.295,0.17,0.647,3.64,0.52,ロッテ,2016
伊志嶺翔大,0.283,18.0,57.0,46.0,13.0,0.0,2.0,8.0,2.0,0.0,15.0,2.0,1.0,6.0,2.0,10.0,3.0,0.0,0.389,0.326,0.715,6.41,0.498,0.257,4.55,0.043,0.106,6.27,4.46,0.333,0.152,0.629,0.0,0.6,ロッテ,2016
井口資仁,0.244,65.0,144.0,123.0,30.0,2.0,15.0,9.0,7.0,0.0,43.0,0.0,0.0,19.0,0.0,27.0,0.0,4.0,0.34,0.35,0.69,15.12,0.457,0.241,4.12,0.106,0.096,15.46,4.22,0.292,0.26,0.639,0.0,0.7,ロッテ,2016
鈴木大地,0.266,143.0,558.0,477.0,127.0,8.0,49.0,44.0,27.0,6.0,190.0,4.0,8.0,44.0,17.0,55.0,14.0,11.0,0.346,0.398,0.744,68.09,0.478,0.255,4.78,0.132,0.079,67.69,4.75,0.274,0.233,0.699,8.0,0.8,ロッテ,2016
福浦和也,0.21,82.0,196.0,181.0,38.0,1.0,11.0,6.0,4.0,0.0,45.0,0.0,0.0,10.0,2.0,34.0,0.0,4.0,0.256,0.249,0.505,9.94,0.339,0.178,1.8,0.039,0.046,10.93,1.98,0.25,0.094,0.388,0.0,0.29,ロッテ,2016
大松尚逸,0.224,18.0,53.0,49.0,11.0,0.0,5.0,5.0,3.0,0.0,14.0,0.0,0.0,3.0,0.0,12.0,0.0,2.0,0.264,0.286,0.55,3.06,0.359,0.19,2.02,0.061,0.04,3.29,2.17,0.289,0.122,0.425,0.0,0.25,ロッテ,2016
平沢大河,0.213,112.0,353.0,291.0,62.0,5.0,32.0,40.0,15.0,2.0,96.0,2.0,8.0,48.0,3.0,82.0,8.0,1.0,0.328,0.33,0.657,36.84,0.438,0.23,4.09,0.117,0.114,38.01,4.22,0.265,0.302,0.659,6.15,0.59,ロッテ,2016
ナバーロ,0.217,82.0,340.0,286.0,62.0,10.0,44.0,38.0,6.0,1.0,100.0,3.0,0.0,49.0,1.0,64.0,0.0,5.0,0.329,0.35,0.679,34.7,0.446,0.236,3.97,0.133,0.113,37.26,4.26,0.241,0.294,0.634,0.0,0.77,ロッテ,2016
中村奨吾,0.284,143.0,639.0,552.0,157.0,8.0,57.0,82.0,30.0,3.0,217.0,15.0,39.0,60.0,22.0,94.0,0.0,11.0,0.374,0.393,0.767,87.01,0.505,0.267,5.51,0.109,0.09,85.64,5.43,0.327,0.261,0.767,13.28,0.64,ロッテ,2016
吉田裕太,0.1,8.0,12.0,10.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,2.0,1.0,0.0,0.182,0.1,0.282,-0.04,0.215,0.107,-0.11,0.0,0.082,0.05,0.14,0.111,0.1,0.222,0.0,0.5,ロッテ,2016
金澤岳,0.0,1.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,-0.21,0.0,0.0,-2.81,0.0,0.0,-0.19,-2.57,0.0,0.0,0.0,0.0,0.0,ロッテ,2016
三木亮,0.235,66.0,41.0,34.0,8.0,0.0,4.0,11.0,1.0,0.0,9.0,0.0,3.0,1.0,1.0,8.0,5.0,2.0,0.278,0.265,0.542,2.56,0.366,0.191,2.09,0.029,0.042,2.5,2.05,0.258,0.147,0.5,0.0,0.13,ロッテ,2016
井上晴哉,0.292,133.0,548.0,476.0,139.0,24.0,99.0,59.0,26.0,2.0,241.0,0.0,1.0,63.0,3.0,106.0,0.0,7.0,0.374,0.506,0.88,90.6,0.543,0.295,6.99,0.214,0.082,89.93,6.94,0.327,0.349,0.895,1.92,0.59,ロッテ,2016
田村龍弘,0.239,143.0,476.0,415.0,99.0,3.0,35.0,32.0,14.0,7.0,136.0,3.0,3.0,40.0,3.0,68.0,16.0,13.0,0.309,0.328,0.636,40.77,0.418,0.221,3.14,0.089,0.07,40.88,3.15,0.265,0.186,0.539,3.0,0.59,ロッテ,2016
大嶺翔太,0.294,10.0,18.0,17.0,5.0,0.0,0.0,5.0,0.0,0.0,5.0,0.0,1.0,1.0,0.0,8.0,0.0,0.0,0.333,0.294,0.627,1.92,0.431,0.224,4.32,0.0,0.039,1.88,4.23,0.556,0.118,0.583,0.0,0.13,ロッテ,2016
江村直也,0.063,35.0,18.0,16.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,5.0,1.0,1.0,0.118,0.063,0.18,-1.02,0.138,0.069,-1.62,0.0,0.055,-0.88,-1.4,0.083,0.063,0.125,0.0,0.2,ロッテ,2016
デスパイネ,0.28,134.0,570.0,496.0,139.0,24.0,92.0,81.0,27.0,0.0,238.0,3.0,0.0,64.0,3.0,89.0,0.0,25.0,0.361,0.48,0.841,79.62,0.521,0.283,5.48,0.2,0.081,80.05,5.51,0.295,0.323,0.784,0.0,0.72,ロッテ,2016
香月一也,0.195,19.0,42.0,41.0,8.0,0.0,2.0,1.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,6.0,1.0,1.0,0.195,0.195,0.39,0.51,0.26,0.137,0.4,0.0,0.0,0.65,0.5,0.222,0.0,0.235,0.0,0.0,ロッテ,2016
細谷圭,0.182,21.0,27.0,22.0,4.0,0.0,1.0,4.0,1.0,0.0,5.0,0.0,1.0,4.0,0.0,3.0,1.0,0.0,0.308,0.227,0.535,2.1,0.383,0.195,2.98,0.045,0.126,2.16,3.07,0.2,0.273,0.556,0.0,1.33,ロッテ,2016
角中勝也,0.265,112.0,470.0,411.0,109.0,7.0,57.0,44.0,23.0,2.0,157.0,3.0,3.0,48.0,5.0,63.0,0.0,9.0,0.345,0.382,0.727,55.57,0.472,0.251,4.69,0.117,0.079,55.85,4.71,0.294,0.234,0.669,4.2,0.76,ロッテ,2016
