player,daritsu,shiai,dasekisuu,dasuu,annda,honnruida,datenn,tokutenn,niruida,sannruida,ruida,tourui_fail,tourui,sikyuu,deadball,sannshinn,gida,heisatsuda,shutsuruiritsu,tyuodaritsu,ops,rc,noi,gpa,rc27,isop,isod,xr,xr27,babip,seca,ta,psn,bbk,team,year
エルナンデス,0.249,64.0,256.0,233.0,58.0,5.0,26.0,25.0,12.0,0.0,85.0,1.0,1.0,17.0,0.0,61.0,4.0,6.0,0.298,0.365,0.662,24.14,0.419,0.225,3.47,0.116,0.049,24.42,3.51,0.306,0.189,0.56,1.67,0.28,中日,2015
友永翔太,0.25,5.0,17.0,16.0,4.0,0.0,2.0,0.0,2.0,0.0,6.0,1.0,0.0,0.0,1.0,4.0,0.0,0.0,0.294,0.375,0.669,1.43,0.419,0.226,2.97,0.125,0.044,1.35,2.8,0.333,0.063,0.462,0.0,0.0,中日,2015
荒木雅博,0.268,52.0,84.0,82.0,22.0,1.0,3.0,11.0,6.0,0.0,31.0,2.0,0.0,1.0,0.0,13.0,1.0,2.0,0.277,0.378,0.655,7.1,0.403,0.219,2.95,0.11,0.009,6.76,2.81,0.304,0.098,0.469,0.0,0.08,中日,2015
高橋周平,0.254,128.0,477.0,433.0,110.0,11.0,69.0,35.0,26.0,2.0,173.0,0.0,0.0,30.0,3.0,89.0,8.0,9.0,0.305,0.4,0.704,52.0,0.438,0.237,4.09,0.145,0.051,51.59,4.06,0.288,0.215,0.62,0.0,0.34,中日,2015
藤井淳志,0.241,96.0,162.0,145.0,35.0,3.0,30.0,21.0,8.0,0.0,52.0,0.0,0.0,12.0,0.0,36.0,0.0,1.0,0.29,0.359,0.649,16.04,0.41,0.22,3.73,0.117,0.049,17.36,4.04,0.288,0.2,0.577,0.0,0.33,中日,2015
和田一浩,0.298,79.0,234.0,218.0,65.0,5.0,26.0,16.0,8.0,0.0,88.0,0.0,1.0,14.0,2.0,40.0,0.0,9.0,0.346,0.404,0.75,28.16,0.481,0.257,4.69,0.106,0.048,27.16,4.53,0.347,0.174,0.648,1.67,0.35,中日,2015
平田良介,0.329,138.0,568.0,493.0,162.0,9.0,55.0,83.0,26.0,5.0,225.0,7.0,8.0,67.0,3.0,69.0,2.0,7.0,0.41,0.456,0.866,92.85,0.562,0.299,7.16,0.128,0.081,88.78,6.85,0.364,0.266,0.858,8.47,0.97,中日,2015
森野将彦,0.244,22.0,48.0,41.0,10.0,0.0,1.0,4.0,2.0,0.0,12.0,1.0,0.0,5.0,0.0,3.0,2.0,1.0,0.326,0.293,0.619,3.77,0.424,0.22,2.91,0.049,0.082,3.72,2.87,0.25,0.146,0.485,0.0,1.67,中日,2015
大島洋平,0.274,141.0,645.0,588.0,161.0,7.0,57.0,92.0,20.0,7.0,216.0,9.0,21.0,47.0,4.0,80.0,1.0,2.0,0.329,0.367,0.697,75.86,0.452,0.24,4.61,0.094,0.055,75.4,4.59,0.304,0.194,0.637,10.5,0.59,中日,2015
石川駿,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.1,0.0,0.0,-2.7,0.0,0.0,-0.09,-2.43,0.0,0.0,0.0,0.0,0.0,中日,2015
遠藤一星,0.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.1,0.0,0.0,-2.7,0.0,0.0,-0.09,-2.43,0.0,0.0,0.0,2.0,0.14,中日,2015
井領雅貴,0.219,22.0,34.0,32.0,7.0,0.0,3.0,2.0,2.0,0.0,9.0,0.0,0.0,2.0,0.0,6.0,0.0,0.0,0.265,0.281,0.546,2.37,0.358,0.189,2.55,0.063,0.046,2.32,2.51,0.269,0.125,0.44,0.0,0.33,中日,2015
谷繁元信,0.277,30.0,52.0,47.0,13.0,1.0,4.0,4.0,2.0,0.0,18.0,0.0,0.0,3.0,0.0,9.0,2.0,0.0,0.32,0.383,0.703,6.02,0.448,0.24,4.52,0.106,0.043,5.85,4.39,0.308,0.17,0.618,0.0,0.33,中日,2015
野本圭,0.125,8.0,8.0,8.0,1.0,0.0,1.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.125,0.25,0.375,0.09,0.208,0.119,0.33,0.125,0.0,0.08,0.31,0.143,0.125,0.286,0.0,0.0,中日,2015
