player,bougyoritsu,shiai,shouri,haiboku,saves,hold,hp,kanntou,shouritsu,dasha,toukyuukai,hiannda,hihonnruida,sikyuu,deadball,datsusannshinn,datsusannshinnritsu,shitten,jisekitenn,kannpuu,mushikyuu,whip,dips,kbb,pfr,hidr,team,year
林昌勇,0.0,9.0,0.0,0.0,0.0,3.0,3.0,0.0,0.0,28.0,7.0,6.0,0.0,2.0,0.0,7.0,9.0,0.0,0.0,0.0,0.0,1.14,1.98,3.5,1.29,1.0,ヤクルト,2009
佐藤賢,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,2.1,1.0,0.0,1.0,0.0,2.0,7.71,0.0,0.0,0.0,0.0,0.86,2.69,2.0,1.29,1.0,ヤクルト,2009
高市俊,23.14,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,2.1,7.0,0.0,1.0,0.0,0.0,0.0,6.0,6.0,0.0,0.0,3.43,4.41,0.0,0.43,0.25,ヤクルト,2009
村中恭兵,31.5,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,2.0,4.0,1.0,5.0,1.0,3.0,13.5,7.0,7.0,0.0,0.0,4.5,15.62,0.6,4.0,0.333,ヤクルト,2009
加藤幹典,9.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46.0,10.0,10.0,3.0,7.0,0.0,4.0,3.6,10.0,10.0,0.0,0.0,1.7,8.32,0.57,1.1,0.5,ヤクルト,2009
川島亮,6.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,15.0,3.0,5.0,0.0,1.0,0.0,1.0,3.0,2.0,2.0,0.0,0.0,2.0,3.45,1.0,0.67,0.667,ヤクルト,2009
バレット,7.15,7.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,61.0,11.1,16.0,1.0,10.0,2.0,5.0,3.97,10.0,9.0,0.0,0.0,2.29,6.3,0.5,1.32,0.704,ヤクルト,2009
石川雅規,4.88,22.0,7.0,6.0,0.0,0.0,0.0,0.0,0.538,488.0,110.2,121.0,19.0,41.0,4.0,78.0,6.34,70.0,60.0,0.0,0.0,1.46,5.14,1.9,1.08,0.721,ヤクルト,2009
鎌田祐哉,5.25,9.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,47.0,12.0,8.0,2.0,4.0,0.0,10.0,7.5,7.0,7.0,0.0,0.0,1.0,4.37,2.5,1.17,0.5,ヤクルト,2009
松岡健一,4.91,14.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,73.0,14.2,16.0,1.0,9.0,2.0,14.0,8.59,11.0,8.0,0.0,0.0,1.7,4.35,1.56,1.57,0.731,ヤクルト,2009
