player,daritsu,shiai,dasekisuu,dasuu,annda,honnruida,datenn,tokutenn,niruida,sannruida,ruida,tourui_fail,tourui,sikyuu,deadball,sannshinn,gida,heisatsuda,shutsuruiritsu,tyuodaritsu,ops,rc,noi,gpa,rc27,isop,isod,xr,xr27,babip,seca,ta,psn,bbk,team,year
田中広輔,0.262,143.0,675.0,572.0,150.0,10.0,60.0,92.0,19.0,10.0,219.0,13.0,32.0,75.0,17.0,118.0,6.0,6.0,0.362,0.383,0.745,87.44,0.489,0.258,5.22,0.121,0.099,87.54,5.23,0.308,0.285,0.748,15.24,0.64,広島,2017
小窪哲也,0.308,17.0,28.0,26.0,8.0,0.0,3.0,2.0,3.0,1.0,13.0,0.0,0.0,1.0,1.0,7.0,0.0,0.0,0.357,0.5,0.857,4.61,0.524,0.286,6.92,0.192,0.049,4.11,6.17,0.421,0.231,0.833,0.0,0.14,広島,2017
ペーニャ,0.216,22.0,39.0,37.0,8.0,0.0,2.0,2.0,1.0,0.0,9.0,0.0,0.0,2.0,0.0,10.0,0.0,0.0,0.256,0.243,0.5,2.15,0.337,0.176,2.01,0.027,0.04,2.21,2.06,0.296,0.081,0.379,0.0,0.2,広島,2017
梵英心,0.0,7.0,12.0,9.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,2.0,0.25,0.0,0.25,-0.65,0.25,0.113,-1.6,0.0,0.25,-0.53,-1.3,0.0,0.333,0.273,3.0,0.73,広島,2017
堂林翔太,0.216,63.0,60.0,51.0,11.0,0.0,5.0,11.0,3.0,1.0,16.0,1.0,0.0,2.0,0.0,14.0,7.0,1.0,0.245,0.314,0.559,3.35,0.35,0.189,1.85,0.098,0.03,3.26,1.8,0.25,0.118,0.405,0.0,0.14,広島,2017
丸佳浩,0.306,125.0,566.0,432.0,132.0,39.0,97.0,109.0,22.0,0.0,271.0,10.0,10.0,130.0,3.0,130.0,0.0,5.0,0.468,0.627,1.096,124.18,0.677,0.368,10.61,0.322,0.163,121.08,10.35,0.352,0.623,1.283,15.92,1.0,広島,2017
岩本貴裕,0.143,10.0,8.0,7.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,2.0,0.0,1.0,0.25,0.143,0.393,-0.13,0.298,0.148,-0.5,0.0,0.107,-0.09,-0.35,0.2,0.143,0.286,0.0,0.5,広島,2017
新井貴浩,0.219,63.0,132.0,114.0,25.0,4.0,24.0,7.0,3.0,1.0,42.0,0.0,0.0,14.0,0.0,26.0,0.0,4.0,0.295,0.368,0.664,12.38,0.418,0.225,3.45,0.149,0.076,13.91,3.87,0.239,0.272,0.602,0.0,0.54,広島,2017
會澤翼,0.305,106.0,377.0,315.0,96.0,13.0,42.0,42.0,18.0,1.0,155.0,0.0,0.0,39.0,14.0,56.0,5.0,6.0,0.401,0.492,0.893,63.04,0.565,0.303,7.27,0.187,0.096,61.59,7.11,0.325,0.311,0.924,0.0,0.7,広島,2017
石原慶幸,0.177,58.0,107.0,96.0,17.0,1.0,7.0,6.0,1.0,0.0,21.0,0.0,0.0,5.0,1.0,27.0,4.0,4.0,0.223,0.219,0.442,2.62,0.296,0.155,0.8,0.042,0.046,3.24,0.99,0.219,0.094,0.325,0.0,0.19,広島,2017
