player,bougyoritsu,shiai,shouri,haiboku,saves,hold,hp,kanntou,shouritsu,dasha,toukyuukai,hiannda,hihonnruida,sikyuu,deadball,datsusannshinn,datsusannshinnritsu,shitten,jisekitenn,kannpuu,mushikyuu,whip,dips,kbb,pfr,hidr,team,year
九里亜蓮,4.26,24.0,8.0,4.0,0.0,0.0,0.0,1.0,0.667,524.0,120.1,129.0,13.0,41.0,4.0,86.0,6.43,60.0,57.0,0.0,1.0,1.41,4.19,2.1,1.06,0.727,広島,2017
加藤拓也,4.3,7.0,1.0,3.0,0.0,0.0,0.0,0.0,0.25,136.0,29.1,20.0,2.0,31.0,1.0,28.0,8.59,14.0,14.0,0.0,0.0,1.74,5.37,0.9,2.01,0.76,広島,2017
大瀬良大地,2.62,27.0,15.0,7.0,0.0,0.0,0.0,2.0,0.682,727.0,182.0,143.0,22.0,41.0,4.0,159.0,7.86,65.0,53.0,0.0,1.0,1.01,3.65,3.88,1.1,0.813,広島,2017
今村猛,5.17,43.0,3.0,2.0,1.0,13.0,16.0,0.0,0.6,173.0,38.1,37.0,5.0,21.0,1.0,35.0,8.22,26.0,22.0,0.0,0.0,1.51,4.63,1.67,1.46,0.685,広島,2017
岡田明丈,5.09,26.0,8.0,7.0,0.0,1.0,1.0,0.0,0.533,603.0,138.0,137.0,13.0,62.0,4.0,114.0,7.43,84.0,78.0,0.0,0.0,1.44,4.11,1.84,1.28,0.658,広島,2017
野村祐輔,4.22,20.0,7.0,6.0,0.0,0.0,0.0,0.0,0.538,514.0,119.1,136.0,10.0,30.0,2.0,60.0,4.53,62.0,56.0,0.0,0.0,1.39,4.01,2.0,0.75,0.709,広島,2017
永川勝浩,4.82,22.0,2.0,0.0,0.0,5.0,7.0,0.0,1.0,81.0,18.2,19.0,2.0,5.0,1.0,13.0,6.27,11.0,10.0,0.0,0.0,1.29,4.08,2.6,0.96,0.652,広島,2017
中﨑翔太,2.71,68.0,4.0,2.0,32.0,6.0,10.0,0.0,0.667,293.0,66.1,66.0,7.0,29.0,1.0,56.0,7.6,23.0,20.0,0.0,0.0,1.43,4.02,1.93,1.28,0.854,広島,2017
中村恭平,7.53,8.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,75.0,14.1,20.0,0.0,14.0,0.0,11.0,6.91,12.0,12.0,0.0,0.0,2.37,4.31,0.79,1.74,0.647,広島,2017
薮田和樹,5.74,9.0,2.0,1.0,0.0,0.0,1.0,0.0,0.667,134.0,26.2,28.0,4.0,32.0,1.0,18.0,6.08,22.0,17.0,0.0,0.0,2.25,7.43,0.56,1.88,0.772,広島,2017
横山弘樹,5.47,6.0,2.0,2.0,0.0,0.0,0.0,0.0,0.5,123.0,26.1,30.0,3.0,12.0,5.0,17.0,5.81,19.0,16.0,0.0,0.0,1.59,5.25,1.42,1.1,0.705,広島,2017
中田廉,13.14,15.0,0.0,1.0,0.0,3.0,3.0,0.0,0.0,67.0,12.1,22.0,2.0,8.0,0.0,12.0,8.76,19.0,18.0,0.0,0.0,2.43,4.5,1.5,1.62,0.429,広島,2017
床田寛樹,5.19,3.0,1.0,1.0,0.0,0.0,0.0,0.0,0.5,71.0,17.1,16.0,2.0,3.0,0.0,16.0,8.31,10.0,10.0,0.0,0.0,1.1,3.29,5.33,1.1,0.529,広島,2017
江草仁貴,6.0,8.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,38.0,9.0,8.0,1.0,4.0,1.0,5.0,5.0,6.0,6.0,0.0,0.0,1.33,5.12,1.25,1.0,0.583,広島,2017
一岡竜司,2.88,59.0,5.0,6.0,2.0,18.0,23.0,0.0,0.455,238.0,56.1,46.0,7.0,22.0,0.0,61.0,9.75,20.0,18.0,0.0,0.0,1.21,3.63,2.77,1.47,0.82,広島,2017
高橋昂也,9.43,6.0,1.0,2.0,0.0,0.0,0.0,0.0,0.333,110.0,21.0,30.0,5.0,16.0,0.0,17.0,7.29,23.0,22.0,0.0,0.0,2.19,6.88,1.06,1.57,0.585,広島,2017
塹江敦哉,11.37,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,28.0,6.1,6.0,2.0,4.0,1.0,6.0,8.53,8.0,8.0,0.0,0.0,1.58,7.7,1.5,1.58,0.333,広島,2017
飯田哲矢,6.23,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62.0,13.0,17.0,3.0,6.0,0.0,16.0,11.08,9.0,9.0,0.0,0.0,1.77,4.81,2.67,1.69,0.7,広島,2017
藤井皓哉,6.14,8.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,73.0,14.2,20.0,2.0,7.0,1.0,21.0,12.89,11.0,10.0,0.0,0.0,1.84,3.46,3.0,1.91,0.692,広島,2017
ジョンソン,3.11,24.0,11.0,5.0,0.0,0.0,0.0,0.0,0.688,609.0,144.2,137.0,9.0,48.0,5.0,113.0,7.03,55.0,50.0,0.0,0.0,1.28,3.38,2.35,1.11,0.773,広島,2017
高橋樹也,5.91,9.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,102.0,21.1,31.0,4.0,7.0,1.0,17.0,7.17,16.0,14.0,0.0,0.0,1.78,4.95,2.43,1.13,0.714,広島,2017
小野淳平,7.36,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.0,7.1,8.0,2.0,2.0,2.0,3.0,3.68,7.0,6.0,0.0,0.0,1.36,7.48,1.5,0.68,0.6,広島,2017
アドゥワ誠,3.74,53.0,6.0,2.0,0.0,5.0,11.0,0.0,0.75,293.0,67.1,62.0,4.0,36.0,2.0,30.0,4.01,29.0,28.0,0.0,0.0,1.46,4.65,0.83,0.98,0.75,広島,2017
戸田隆矢,5.19,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,82.0,17.1,22.0,3.0,9.0,0.0,13.0,6.75,11.0,10.0,0.0,0.0,1.79,5.43,1.44,1.27,0.75,広島,2017
オスカル,5.4,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,1.2,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.6,3.12,1.86,0.0,0.0,広島,2017
ジャクソン,2.76,48.0,3.0,2.0,1.0,25.0,28.0,0.0,0.6,201.0,45.2,42.0,6.0,26.0,1.0,48.0,9.46,16.0,14.0,0.0,0.0,1.49,4.43,1.85,1.62,0.873,広島,2017
今井啓介,5.4,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,5.0,7.0,1.0,2.0,0.0,5.0,9.0,3.0,3.0,0.0,0.0,1.8,4.92,2.5,1.4,0.75,広島,2017
長井良太,13.5,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,3.1,4.0,1.0,5.0,0.0,0.0,0.0,5.0,5.0,0.0,0.0,2.7,11.52,0.0,1.5,0.5,広島,2017
ヘーゲンズ,6.6,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,73.0,15.0,24.0,1.0,7.0,0.0,10.0,6.0,12.0,11.0,0.0,0.0,2.07,4.05,1.43,1.13,0.667,広島,2017
中村祐太,6.04,9.0,3.0,4.0,0.0,0.0,0.0,0.0,0.429,205.0,44.2,50.0,8.0,21.0,5.0,31.0,6.25,33.0,30.0,0.0,0.0,1.59,5.74,1.48,1.16,0.676,広島,2017
ブレイシア,3.0,26.0,2.0,1.0,1.0,2.0,4.0,0.0,0.667,132.0,30.0,32.0,3.0,8.0,0.0,19.0,5.7,13.0,10.0,0.0,0.0,1.33,3.95,2.38,0.9,0.811,広島,2017
佐藤祥万,8.59,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.0,7.1,8.0,0.0,4.0,1.0,6.0,7.36,8.0,7.0,0.0,0.0,1.64,3.53,1.5,1.36,0.462,広島,2017
