player,bougyoritsu,shiai,shouri,haiboku,saves,hold,hp,kanntou,shouritsu,dasha,toukyuukai,hiannda,hihonnruida,sikyuu,deadball,datsusannshinn,datsusannshinnritsu,shitten,jisekitenn,kannpuu,mushikyuu,whip,dips,kbb,pfr,hidr,team,year
郭俊麟,6.32,3.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,68.0,15.2,17.0,4.0,5.0,1.0,10.0,5.74,11.0,11.0,0.0,0.0,1.4,6.31,2.0,0.96,0.632,西武,2015
西口文也,9.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,19.0,4.0,6.0,1.0,1.0,0.0,4.0,9.0,4.0,4.0,0.0,0.0,1.75,5.12,4.0,1.25,0.5,西武,2015
増田達至,5.17,41.0,2.0,4.0,14.0,2.0,4.0,0.0,0.333,170.0,38.1,44.0,5.0,9.0,2.0,23.0,5.4,23.0,22.0,0.0,0.0,1.38,4.32,2.56,0.83,0.66,西武,2015
大石達也,7.0,10.0,1.0,0.0,0.0,2.0,3.0,0.0,1.0,43.0,9.0,12.0,2.0,4.0,1.0,7.0,7.0,8.0,7.0,0.0,0.0,1.78,6.12,1.75,1.22,0.667,西武,2015
菊池雄星,3.08,23.0,14.0,4.0,0.0,0.0,0.0,1.0,0.778,654.0,163.2,124.0,16.0,45.0,4.0,153.0,8.41,59.0,56.0,0.0,0.0,1.03,3.4,3.4,1.21,0.745,西武,2015
高橋光成,3.07,8.0,5.0,2.0,0.0,0.0,0.0,1.0,0.714,185.0,44.0,32.0,3.0,23.0,4.0,22.0,4.5,16.0,15.0,1.0,0.0,1.25,4.85,0.96,1.02,0.786,西武,2015
豊田拓矢,13.5,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,1.1,2.0,0.0,1.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,2.25,5.37,0.0,0.75,0.333,西武,2015
野上亮磨,3.63,24.0,11.0,10.0,0.0,0.0,0.0,2.0,0.524,577.0,144.0,128.0,10.0,24.0,5.0,113.0,7.06,62.0,58.0,1.0,0.0,1.06,3.04,4.71,0.95,0.673,西武,2015
十亀剣,4.42,22.0,5.0,8.0,0.0,0.0,0.0,0.0,0.385,535.0,124.1,114.0,16.0,56.0,6.0,82.0,5.94,65.0,61.0,0.0,0.0,1.37,4.97,1.46,1.11,0.719,西武,2015
岡本篤志,6.75,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,2.2,4.0,0.0,2.0,0.0,2.0,6.75,2.0,2.0,0.0,0.0,2.25,3.87,1.0,1.5,0.667,西武,2015
