player,daritsu,shiai,dasekisuu,dasuu,annda,honnruida,datenn,tokutenn,niruida,sannruida,ruida,tourui_fail,tourui,sikyuu,deadball,sannshinn,gida,heisatsuda,shutsuruiritsu,tyuodaritsu,ops,rc,noi,gpa,rc27,isop,isod,xr,xr27,babip,seca,ta,psn,bbk,team,year
藤村大介,0.0,5.0,6.0,4.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.2,0.0,0.2,-0.04,0.2,0.09,-0.22,0.0,0.2,0.02,0.11,0.0,0.25,0.25,0.0,0.5,巨人,2015
井端弘和,0.234,98.0,321.0,269.0,63.0,1.0,19.0,20.0,9.0,0.0,75.0,3.0,3.0,37.0,3.0,36.0,10.0,4.0,0.331,0.279,0.61,27.67,0.424,0.219,3.32,0.045,0.097,28.43,3.41,0.254,0.182,0.54,1.5,1.03,巨人,2015
田中貴也,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,巨人,2015
セペダ,0.0,20.0,28.0,21.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,6.0,0.0,1.0,0.25,0.0,0.25,-0.32,0.25,0.113,-0.4,0.0,0.25,0.07,0.09,0.0,0.333,0.318,0.0,1.17,巨人,2015
坂本勇人,0.345,109.0,502.0,441.0,152.0,18.0,67.0,87.0,27.0,2.0,237.0,5.0,9.0,61.0,0.0,83.0,0.0,4.0,0.424,0.537,0.962,97.67,0.603,0.325,8.85,0.193,0.08,91.65,8.3,0.394,0.34,1.013,12.0,0.73,巨人,2015
長野久義,0.29,116.0,426.0,383.0,111.0,13.0,52.0,49.0,16.0,0.0,166.0,2.0,3.0,41.0,1.0,69.0,0.0,5.0,0.359,0.433,0.793,60.1,0.504,0.27,5.8,0.144,0.069,58.55,5.65,0.325,0.253,0.749,4.88,0.59,巨人,2015
片岡治大,0.222,32.0,93.0,81.0,18.0,2.0,4.0,10.0,3.0,0.0,27.0,0.0,4.0,6.0,0.0,8.0,6.0,2.0,0.276,0.333,0.609,8.01,0.387,0.207,3.05,0.111,0.054,7.98,3.03,0.208,0.235,0.569,2.67,0.75,巨人,2015
亀井善行,0.254,123.0,461.0,422.0,107.0,13.0,49.0,47.0,20.0,0.0,166.0,0.0,4.0,36.0,2.0,70.0,0.0,6.0,0.315,0.393,0.708,53.32,0.446,0.24,4.47,0.14,0.061,52.82,4.43,0.276,0.235,0.648,6.12,0.51,巨人,2015
阿部慎之助,0.247,95.0,223.0,198.0,49.0,11.0,46.0,22.0,6.0,0.0,88.0,0.0,0.0,21.0,2.0,55.0,1.0,6.0,0.324,0.444,0.769,27.68,0.472,0.257,4.76,0.197,0.077,28.14,4.84,0.284,0.303,0.716,0.0,0.38,巨人,2015
鈴木尚広,0.3,44.0,10.0,10.0,3.0,0.0,1.0,15.0,0.0,0.0,3.0,0.0,10.0,0.0,0.0,3.0,0.0,0.0,0.3,0.3,0.6,2.79,0.4,0.21,10.77,0.0,0.0,2.65,10.22,0.429,1.0,1.857,0.0,0.0,巨人,2015
