player,daritsu,shiai,dasekisuu,dasuu,annda,honnruida,datenn,tokutenn,niruida,sannruida,ruida,tourui_fail,tourui,sikyuu,deadball,sannshinn,gida,heisatsuda,shutsuruiritsu,tyuodaritsu,ops,rc,noi,gpa,rc27,isop,isod,xr,xr27,babip,seca,ta,psn,bbk,team,year
中村真人,0.226,25.0,59.0,53.0,12.0,1.0,6.0,5.0,2.0,0.0,17.0,0.0,0.0,2.0,0.0,8.0,4.0,0.0,0.255,0.321,0.575,4.45,0.361,0.195,2.67,0.094,0.028,4.47,2.68,0.229,0.132,0.463,0.0,0.25,楽天,2010
塩川達也,0.2,4.0,5.0,5.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.2,0.2,0.4,0.1,0.267,0.14,0.65,0.0,0.0,0.12,0.81,0.5,0.0,0.25,0.0,0.0,楽天,2010
渡辺直人,0.208,69.0,111.0,96.0,20.0,2.0,12.0,12.0,3.0,3.0,35.0,0.0,0.0,11.0,2.0,19.0,2.0,1.0,0.303,0.365,0.667,11.18,0.424,0.227,3.82,0.156,0.094,11.3,3.86,0.234,0.271,0.623,0.0,0.58,楽天,2010
リンデン,0.185,53.0,189.0,162.0,30.0,5.0,18.0,18.0,5.0,0.0,50.0,0.0,1.0,21.0,4.0,64.0,0.0,3.0,0.291,0.309,0.6,15.16,0.394,0.208,2.99,0.123,0.106,16.72,3.3,0.263,0.259,0.563,1.67,0.33,楽天,2010
高須洋介,0.16,21.0,55.0,50.0,8.0,0.0,3.0,3.0,1.0,0.0,9.0,0.0,0.0,2.0,0.0,6.0,2.0,2.0,0.189,0.18,0.369,0.26,0.249,0.13,0.15,0.02,0.029,0.78,0.45,0.17,0.06,0.25,0.0,0.33,楽天,2010
フィリップス,0.198,26.0,92.0,81.0,16.0,2.0,12.0,11.0,2.0,0.0,24.0,0.0,0.0,9.0,1.0,21.0,0.0,2.0,0.283,0.296,0.579,6.63,0.381,0.201,2.63,0.099,0.085,7.33,2.91,0.237,0.21,0.507,0.0,0.43,楽天,2010
山崎武司,0.229,102.0,402.0,362.0,83.0,11.0,48.0,26.0,15.0,1.0,133.0,1.0,0.0,28.0,4.0,89.0,0.0,10.0,0.286,0.367,0.653,36.68,0.409,0.221,3.32,0.138,0.057,39.68,3.6,0.267,0.213,0.566,0.0,0.31,楽天,2010
中島俊哉,0.111,4.0,9.0,9.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.111,0.111,0.222,-0.3,0.148,0.078,-1.0,0.0,0.0,-0.23,-0.78,0.125,0.0,0.125,0.0,0.0,楽天,2010
宮出隆自,0.154,34.0,88.0,78.0,12.0,0.0,4.0,9.0,5.0,0.0,17.0,0.0,0.0,10.0,0.0,21.0,0.0,4.0,0.25,0.218,0.468,2.69,0.323,0.167,1.04,0.064,0.096,2.91,1.12,0.211,0.192,0.386,3.75,0.48,楽天,2010
草野大輔,0.241,24.0,65.0,58.0,14.0,1.0,6.0,5.0,2.0,0.0,19.0,1.0,0.0,3.0,3.0,10.0,1.0,0.0,0.313,0.328,0.64,6.05,0.422,0.223,3.55,0.086,0.071,6.01,3.53,0.271,0.121,0.533,0.0,0.3,楽天,2010
聖澤諒,0.194,27.0,69.0,62.0,12.0,0.0,2.0,4.0,1.0,0.0,13.0,0.0,1.0,4.0,1.0,18.0,2.0,1.0,0.254,0.21,0.463,2.95,0.324,0.167,1.51,0.016,0.06,3.17,1.61,0.261,0.097,0.373,0.0,0.22,楽天,2010
横川史学,0.15,11.0,22.0,20.0,3.0,0.0,1.0,1.0,0.0,0.0,3.0,0.0,1.0,2.0,0.0,7.0,0.0,0.0,0.227,0.15,0.377,0.62,0.277,0.14,0.98,0.0,0.077,0.77,1.22,0.231,0.15,0.353,0.0,0.29,楽天,2010
河田寿司,0.293,18.0,47.0,41.0,12.0,0.0,5.0,0.0,0.0,0.0,12.0,0.0,0.0,5.0,0.0,6.0,0.0,2.0,0.362,0.293,0.654,4.42,0.459,0.236,3.73,0.0,0.069,4.67,3.94,0.333,0.122,0.548,0.0,0.83,楽天,2010
小関翔太,0.0,7.0,9.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,1.0,0.0,0.125,0.0,0.125,-0.37,0.125,0.056,-1.25,0.0,0.125,-0.27,-0.91,0.0,0.143,0.143,0.0,0.33,楽天,2010
藤井彰人,0.222,8.0,19.0,18.0,4.0,0.0,2.0,1.0,1.0,0.0,5.0,0.0,0.0,1.0,0.0,4.0,0.0,0.0,0.263,0.278,0.541,1.29,0.356,0.188,2.48,0.056,0.041,1.27,2.45,0.286,0.111,0.429,0.0,0.25,楽天,2010
小坂誠,0.0,7.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.75,0.58,楽天,2010
平石洋介,0.133,35.0,16.0,15.0,2.0,0.0,0.0,3.0,0.0,0.0,2.0,0.0,1.0,1.0,0.0,6.0,0.0,0.0,0.188,0.133,0.321,0.18,0.232,0.118,0.38,0.0,0.054,0.3,0.62,0.222,0.133,0.308,0.0,0.17,楽天,2010
大廣翔治,0.172,18.0,33.0,29.0,5.0,0.0,1.0,1.0,1.0,0.0,6.0,0.0,1.0,0.0,1.0,9.0,3.0,0.0,0.2,0.207,0.407,1.06,0.269,0.142,1.06,0.034,0.028,1.13,1.13,0.217,0.069,0.333,0.0,0.0,楽天,2010
嶋基宏,0.206,113.0,361.0,315.0,65.0,0.0,21.0,21.0,12.0,1.0,79.0,3.0,2.0,30.0,1.0,89.0,15.0,3.0,0.277,0.251,0.528,21.46,0.361,0.188,2.14,0.044,0.071,21.81,2.17,0.27,0.137,0.426,0.0,0.34,楽天,2010
楠城祐介,0.111,4.0,9.0,9.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.111,0.111,0.222,-0.31,0.148,0.078,-1.06,0.0,0.0,-0.24,-0.81,0.167,0.0,0.125,0.0,0.0,楽天,2010
井野卓,0.167,2.0,6.0,6.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.167,0.167,0.333,0.0,0.222,0.117,0.01,0.0,0.0,0.03,0.16,0.25,0.0,0.2,0.0,0.0,楽天,2010
ルイーズ,0.195,38.0,135.0,128.0,25.0,6.0,17.0,11.0,5.0,0.0,48.0,0.0,0.0,7.0,0.0,44.0,0.0,3.0,0.237,0.375,0.612,10.26,0.362,0.2,2.61,0.18,0.042,10.89,2.77,0.244,0.234,0.519,0.0,0.16,楽天,2010
中谷仁,0.091,11.0,23.0,22.0,2.0,1.0,2.0,1.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,9.0,1.0,0.0,0.091,0.227,0.318,-0.18,0.167,0.098,-0.23,0.136,0.0,0.11,0.14,0.077,0.136,0.25,0.0,0.0,楽天,2010
