player,bougyoritsu,shiai,shouri,haiboku,saves,hold,hp,kanntou,shouritsu,dasha,toukyuukai,hiannda,hihonnruida,sikyuu,deadball,datsusannshinn,datsusannshinnritsu,shitten,jisekitenn,kannpuu,mushikyuu,whip,dips,kbb,pfr,hidr,team,year
岩尾利弘,9.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,3.0,5.0,0.0,2.0,0.0,1.0,3.0,3.0,3.0,0.0,0.0,2.33,4.45,0.5,1.0,0.571,西武,2010
西口文也,9.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,19.0,4.0,6.0,1.0,1.0,0.0,4.0,9.0,4.0,4.0,0.0,0.0,1.75,5.12,4.0,1.25,0.5,西武,2010
小野寺力,3.67,41.0,1.0,3.0,0.0,8.0,9.0,0.0,0.25,168.0,41.2,42.0,3.0,6.0,2.0,28.0,6.05,20.0,17.0,0.0,0.0,1.15,3.29,4.67,0.82,0.702,西武,2010
大沼幸二,7.71,16.0,2.0,1.0,0.0,0.0,1.0,0.0,0.667,108.0,23.1,30.0,2.0,10.0,1.0,15.0,5.79,20.0,20.0,0.0,0.0,1.71,4.36,1.5,1.07,0.538,西武,2010
石井一久,6.75,7.0,0.0,1.0,0.0,3.0,3.0,0.0,0.0,25.0,5.1,5.0,2.0,4.0,0.0,5.0,8.44,4.0,4.0,0.0,0.0,1.69,8.37,1.25,1.69,0.714,西武,2010
涌井秀章,3.9,45.0,5.0,7.0,7.0,13.0,15.0,1.0,0.417,398.0,92.1,89.0,4.0,29.0,8.0,79.0,7.7,51.0,40.0,0.0,1.0,1.28,3.14,2.72,1.17,0.705,西武,2010
平野将光,8.64,7.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,43.0,8.1,10.0,1.0,8.0,0.0,4.0,4.32,8.0,8.0,0.0,0.0,2.16,6.24,0.5,1.44,0.588,西武,2010
野上亮磨,3.63,24.0,11.0,10.0,0.0,0.0,0.0,2.0,0.524,577.0,144.0,128.0,10.0,24.0,5.0,113.0,7.06,62.0,58.0,1.0,0.0,1.06,3.04,4.71,0.95,0.673,西武,2010
中崎雄太,9.31,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,53.0,9.2,19.0,2.0,5.0,0.0,3.0,2.79,12.0,10.0,0.0,0.0,2.48,6.43,0.6,0.83,0.636,西武,2010
許銘傑,4.55,22.0,6.0,9.0,0.0,0.0,0.0,1.0,0.4,529.0,120.2,150.0,13.0,28.0,2.0,62.0,4.62,75.0,61.0,0.0,0.0,1.48,4.24,2.21,0.75,0.713,西武,2010
松永浩典,3.54,56.0,2.0,1.0,0.0,12.0,14.0,0.0,0.667,173.0,40.2,44.0,4.0,7.0,2.0,31.0,6.86,17.0,16.0,0.0,0.0,1.25,3.46,4.43,0.93,0.755,西武,2010
岩崎哲也,3.86,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,2.1,5.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,2.57,5.69,0.0,0.43,0.857,西武,2010
星野智樹,10.8,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,3.1,7.0,0.0,2.0,0.0,4.0,10.8,4.0,4.0,0.0,0.0,2.7,1.62,2.0,1.8,0.556,西武,2010
